20160122_160907;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
58147548;0.034;4.181;1.347;1.498;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147558;0.033;4.634;1.619;1.747;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147568;0.034;4.082;1.287;1.431;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147578;0.034;4.071;1.272;1.435;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147588;0.034;4.114;1.303;1.443;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147598;0.034;4.075;1.291;1.451;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147608;0.034;4.142;1.315;1.463;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147618;0.034;4.016;1.244;1.368;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147628;0.034;3.976;1.224;1.372;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147638;0.034;3.976;1.216;1.380;31.1;31.2;31.2;31.1;0.89;12.47;12.53;12.57;
58147648;0.034;4.067;1.311;1.470;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147658;0.033;4.225;1.410;1.573;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147668;0.034;4.222;1.363;1.506;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147678;0.034;4.562;1.541;1.700;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147688;0.033;4.174;1.347;1.502;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147698;0.033;4.055;1.268;1.431;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147708;0.033;4.107;1.311;1.427;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147718;0.033;4.051;1.264;1.407;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147728;0.034;4.032;1.256;1.395;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147738;0.034;4.538;1.513;1.668;31.1;31.2;31.2;31.1;0.88;12.53;12.57;12.60;
58147748;0.033;4.015;1.239;1.392;31.1;31.3;31.2;31.1;0.88;12.54;12.60;12.64;
58147758;0.034;4.118;1.331;1.483;31.1;31.3;31.2;31.1;0.88;12.54;12.60;12.64;
58147768;0.034;4.011;1.251;1.439;31.1;31.3;31.2;31.1;0.88;12.54;12.60;12.64;
58147778;0.034;4.102;1.315;1.479;31.1;31.3;31.2;31.1;0.88;12.54;12.60;12.64;
58147788;0.033;4.245;1.422;1.582;31.1;31.3;31.2;31.1;0.88;12.54;12.60;12.64;
58147798;0.033;4.542;1.457;1.601;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147808;0.033;4.190;1.366;1.498;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147818;0.034;4.103;1.298;1.438;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147828;0.034;4.246;1.358;1.494;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147838;0.034;4.044;1.255;1.398;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147848;0.033;4.155;1.314;1.454;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147858;0.034;4.028;1.271;1.406;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147868;0.034;4.012;1.247;1.382;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147878;0.034;3.989;1.243;1.386;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147888;0.033;4.404;1.417;1.577;31.1;31.3;31.2;31.1;0.88;12.52;12.56;12.63;
58147898;0.033;4.071;1.297;1.467;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147908;0.034;4.554;1.554;1.761;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147918;0.034;4.316;1.420;1.555;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147928;0.034;4.178;1.360;1.487;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147938;0.033;4.103;1.309;1.467;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147948;0.034;4.095;1.312;1.420;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147958;0.034;4.087;1.289;1.432;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147968;0.033;4.111;1.312;1.444;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147978;0.034;4.067;1.281;1.408;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147988;0.033;4.032;1.253;1.404;31.1;31.3;31.2;31.1;0.88;12.53;12.58;12.61;
58147998;0.034;4.035;1.245;1.377;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148008;0.034;3.983;1.229;1.354;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148018;0.034;4.011;1.265;1.417;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148028;0.034;4.490;1.523;1.673;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148038;0.034;4.280;1.420;1.543;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148048;0.034;4.170;1.328;1.476;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148058;0.034;4.166;1.348;1.492;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148068;0.034;4.162;1.316;1.452;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148078;0.034;4.059;1.289;1.413;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148088;0.034;4.320;1.416;1.539;31.1;31.2;31.2;31.1;0.89;12.54;12.58;12.55;
58148098;0.038;4.072;1.268;1.393;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148108;0.038;4.053;1.236;1.408;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148118;0.038;4.005;1.248;1.365;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148128;0.038;4.053;1.232;1.397;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148138;0.038;4.005;1.224;1.353;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148148;0.038;4.574;1.533;1.725;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148158;0.038;4.163;1.339;1.496;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148168;0.038;4.274;1.406;1.539;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148178;0.038;4.207;1.343;1.488;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148188;0.037;4.147;1.303;1.460;31.1;31.3;31.2;31.1;0.94;12.51;12.57;12.58;
58148198;0.034;4.111;1.312;1.435;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148208;0.034;4.044;1.285;1.415;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148218;0.034;4.099;1.289;1.435;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148228;0.034;4.056;1.261;1.392;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148238;0.034;4.008;1.249;1.395;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148248;0.034;4.008;1.245;1.372;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148258;0.034;4.261;1.344;1.486;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148268;0.034;4.463;1.511;1.656;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148278;0.034;4.099;1.312;1.494;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148288;0.034;4.175;1.344;1.494;31.1;31.2;31.2;31.1;0.89;12.52;12.58;12.57;
58148298;0.034;4.175;1.351;1.478;31.1;31.3;31.2;31.1;0.88;12.52;12.57;12.60;
58148308;0.033;4.151;1.327;1.494;31.1;31.3;31.2;31.1;0.88;12.52;12.57;12.60;
58148318;0.032;4.384;1.466;1.601;31.1;31.3;31.2;31.1;0.88;12.52;12.57;12.60;
58148328;0.034;4.072;1.296;1.431;31.1;31.3;31.2;31.1;0.88;12.52;12.57;12.60;
58148338;0.034;4.048;1.284;1.427;31.1;31.3;31.2;31.1;0.88;12.52;12.57;12.60;
58148348;0.034;4.063;1.266;1.418;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148358;0.034;4.071;1.266;1.402;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148368;0.034;4.079;1.254;1.406;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148378;0.034;4.035;1.258;1.398;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148388;0.034;4.532;1.538;1.697;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148398;0.034;4.043;1.290;1.458;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148408;0.034;4.238;1.390;1.573;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148418;0.034;4.266;1.370;1.513;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148428;0.034;4.186;1.330;1.474;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148438;0.034;4.270;1.386;1.505;31.1;31.2;31.2;31.1;0.89;12.60;12.67;12.66;
58148448;0.038;4.134;1.298;1.446;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148458;0.038;4.122;1.310;1.450;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148468;0.038;4.094;1.271;1.423;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148478;0.038;4.067;1.275;1.411;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148488;0.038;4.071;1.271;1.407;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148498;0.038;4.649;1.580;1.736;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148508;0.038;4.039;1.243;1.403;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148518;0.038;3.983;1.235;1.395;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148528;0.038;4.082;1.322;1.518;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148538;0.038;4.209;1.370;1.522;31.1;31.3;31.2;31.1;0.94;12.54;12.56;12.60;
58148548;0.034;4.332;1.439;1.596;31.1;31.2;31.2;31.1;0.89;12.55;12.58;12.62;
