20160112_174016;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4
63755045;3.365;6.339;3.243;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755055;3.404;6.241;3.239;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755065;3.385;6.245;3.267;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755075;3.377;6.187;3.263;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755085;3.369;6.218;3.251;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755095;3.385;6.136;3.259;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755105;3.369;6.218;3.282;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755115;3.365;6.234;3.279;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755125;3.381;6.308;3.247;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755135;3.373;6.245;3.282;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.44;0.00
63755145;3.353;6.277;3.257;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00
63755155;3.369;6.218;3.257;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00
63755165;3.385;6.319;3.272;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00
63755175;3.353;6.269;3.284;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00
63755185;3.365;6.253;3.272;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00
63755195;3.365;6.197;3.270;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755205;3.369;6.248;3.273;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755215;3.365;6.205;3.293;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755225;3.361;6.232;3.273;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755235;3.385;6.256;3.250;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755245;3.361;6.240;3.270;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755255;3.377;6.357;3.250;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755265;3.369;6.291;3.266;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755275;3.377;6.287;3.270;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755285;3.345;6.213;3.281;0.000;31.1;31.1;31.1;31.1;12.52;12.47;12.45;0.00
63755295;3.374;6.243;3.281;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755305;3.354;6.219;3.262;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755315;3.390;6.196;3.285;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755325;3.374;6.188;3.273;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755335;3.370;6.196;3.254;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755345;3.354;6.219;3.246;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755355;3.358;6.247;3.266;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755365;3.358;6.231;3.246;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755375;3.382;6.297;3.266;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755385;3.382;6.219;3.258;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00
63755395;3.354;6.284;3.273;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755405;3.362;6.245;3.276;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755415;3.362;6.269;3.292;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755425;3.362;6.206;3.276;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755435;3.362;6.226;3.273;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755445;3.370;6.191;3.280;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755455;3.366;6.187;3.269;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755465;3.378;6.230;3.288;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755475;3.358;6.226;3.257;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755485;3.350;6.312;3.304;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.49;0.00
63755495;3.367;6.295;3.264;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755505;3.367;6.283;3.268;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755515;3.382;6.260;3.272;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755525;3.371;6.283;3.272;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755535;3.351;6.224;3.253;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755545;3.371;6.260;3.260;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755555;3.378;6.193;3.276;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755565;3.347;6.193;3.264;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755575;3.363;6.193;3.249;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755585;3.378;6.303;3.284;0.000;31.1;31.1;31.1;31.1;12.54;12.44;12.46;0.00
63755595;3.355;6.280;3.293;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755605;3.371;6.300;3.278;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755615;3.371;6.261;3.289;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755625;3.402;6.331;3.278;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755635;3.382;6.300;3.289;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755645;3.363;6.226;3.274;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755655;3.406;6.186;3.262;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755665;3.374;6.253;3.293;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755675;3.398;6.214;3.282;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755685;3.367;6.218;3.286;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00
63755695;3.377;6.232;3.237;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.43;0.00
63755705;3.377;6.248;3.256;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.43;0.00
63755715;3.381;6.271;3.260;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.43;0.00
63755725;3.365;6.267;3.241;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.43;0.00
63755735;3.373;6.271;3.272;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.43;0.00
63755745;3.382;6.245;3.263;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755755;3.378;6.257;3.263;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755765;3.382;6.241;3.282;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755775;3.358;6.230;3.255;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755785;3.382;6.198;3.290;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755795;3.378;6.237;3.279;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755805;3.386;6.237;3.271;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755815;3.354;6.249;3.255;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755825;3.378;6.249;3.263;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755835;3.370;6.280;3.259;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63755845;3.365;6.249;3.277;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755855;3.357;6.300;3.277;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755865;3.361;6.261;3.258;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755875;3.361;6.273;3.289;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755885;3.377;6.237;3.246;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755895;3.369;6.237;3.289;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755905;3.357;6.198;3.266;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755915;3.385;6.241;3.277;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755925;3.373;6.237;3.266;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755935;3.373;6.245;3.262;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.45;0.00
63755945;3.357;6.308;3.251;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63755955;3.349;6.234;3.275;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63755965;3.361;6.292;3.255;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63755975;3.376;6.253;3.271;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63755985;3.372;6.284;3.286;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63755995;3.376;6.194;3.236;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63756005;3.372;6.226;3.263;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63756015;3.361;6.245;3.286;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63756025;3.372;6.234;3.275;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63756035;3.357;6.167;3.271;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.44;0.00
63756045;3.378;6.276;3.268;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756055;3.370;6.226;3.244;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756065;3.374;6.284;3.225;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756075;3.386;6.241;3.271;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756085;3.350;6.331;3.271;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756095;3.370;6.249;3.264;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756105;3.370;6.257;3.264;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756115;3.366;6.218;3.256;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756125;3.378;6.218;3.248;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756135;3.374;6.210;3.236;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.40;0.00
63756145;3.384;6.209;3.273;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756155;3.368;6.244;3.242;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756165;3.391;6.205;3.262;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756175;3.372;6.248;3.273;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756185;3.376;6.256;3.281;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756195;3.376;6.303;3.273;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756205;3.364;6.248;3.289;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756215;3.380;6.256;3.266;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756225;3.368;6.240;3.277;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756235;3.384;6.244;3.234;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63756245;3.374;6.183;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756255;3.354;6.179;3.286;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756265;3.362;6.167;3.282;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756275;3.366;6.183;3.259;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756285;3.354;6.198;3.263;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756295;3.358;6.226;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756305;3.358;6.226;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756315;3.366;6.288;3.290;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756325;3.366;6.261;3.282;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756335;3.354;6.253;3.302;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00
63756345;3.367;6.248;3.263;0.000;31.1;31.1;31.1;31.1;12.50;12.47;12.47;0.00
63756355;3.371;6.181;3.248;0.000;31.1;31.1;31.1;31.1;12.50;12.47;12.47;0.00
63756365;3.355;6.197;3.275;0.000;31.1;31.1;31.1;31.1;12.50;12.47;12.47;0.00
63756375;3.379;6.224;3.263;0.000;31.1;31.1;31.1;31.1;12.50;12.47;12.47;0.00
63756385;3.367;6.201;3.279;0.000;31.1;31.1;31.1;31.1;12.50;12.47;12.47;0.00
63756395;3.370;6.215;3.252;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756405;3.358;6.239;3.256;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756415;3.378;6.235;3.280;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756425;3.382;6.297;3.245;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756435;3.378;6.258;3.264;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756445;3.358;6.266;3.245;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756455;3.378;6.239;3.280;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756465;3.378;6.258;3.264;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756475;3.382;6.204;3.284;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756485;3.378;6.204;3.252;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63756495;3.382;6.215;3.234;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756505;3.386;6.243;3.246;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756515;3.390;6.176;3.269;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756525;3.390;6.270;3.246;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756535;3.362;6.200;3.273;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756545;3.374;6.293;3.238;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756555;3.370;6.258;3.246;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756565;3.362;6.254;3.238;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756575;3.378;6.165;3.246;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756585;3.378;6.227;3.273;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00
63756595;3.333;6.217;3.298;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756605;3.360;6.232;3.267;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756615;3.368;6.170;3.263;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756625;3.360;6.213;3.279;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756635;3.360;6.221;3.286;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756645;3.364;6.236;3.290;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756655;3.333;6.299;3.279;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756665;3.344;6.232;3.267;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756675;3.352;6.260;3.271;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756685;3.364;6.236;3.263;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.44;0.00
63756695;3.379;6.316;3.286;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756705;3.359;6.202;3.236;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756715;3.344;6.202;3.239;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756725;3.371;6.175;3.271;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756735;3.344;6.179;3.267;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756745;3.352;6.210;3.267;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756755;3.363;6.257;3.247;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756765;3.367;6.230;3.236;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756775;3.371;6.339;3.259;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756785;3.367;6.253;3.271;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63756795;3.374;6.265;3.253;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756805;3.366;6.241;3.276;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756815;3.346;6.253;3.260;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756825;3.374;6.198;3.284;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756835;3.358;6.218;3.245;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756845;3.382;6.198;3.249;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756855;3.366;6.198;3.315;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756865;3.354;6.237;3.272;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756875;3.366;6.269;3.253;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756885;3.374;6.323;3.272;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63756895;3.380;6.235;3.264;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00
63756905;3.364;6.247;3.280;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00
63756915;3.372;6.223;3.276;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00
63756925;3.368;6.231;3.260;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00
63756935;3.380;6.203;3.257;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00
63756945;3.398;6.236;3.273;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63756955;3.398;6.216;3.273;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63756965;3.363;6.213;3.234;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63756975;3.359;6.216;3.277;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63756985;3.378;6.267;3.277;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63756995;3.394;6.228;3.242;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63757005;3.394;6.322;3.270;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63757015;3.367;6.271;3.273;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63757025;3.371;6.299;3.262;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63757035;3.371;6.213;3.277;0.000;31.1;31.1;31.1;31.1;12.54;12.47;12.45;0.00
63757045;3.370;6.200;3.247;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757055;3.385;6.204;3.267;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757065;3.350;6.211;3.267;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757075;3.370;6.239;3.259;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757085;3.354;6.200;3.271;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757095;3.358;6.208;3.255;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757105;3.362;6.227;3.255;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757115;3.346;6.266;3.267;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757125;3.346;6.239;3.294;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757135;3.362;6.262;3.279;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00
63757145;3.386;6.280;3.268;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757155;3.374;6.296;3.276;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757165;3.371;6.226;3.280;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757175;3.386;6.253;3.272;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757185;3.374;6.202;3.264;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757195;3.394;6.261;3.284;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757205;3.359;6.210;3.253;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757215;3.394;6.233;3.300;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757225;3.371;6.237;3.260;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757235;3.386;6.280;3.284;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.46;0.00
63757245;3.350;6.310;3.258;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757255;3.378;6.357;3.297;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757265;3.362;6.224;3.270;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757275;3.350;6.232;3.270;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757285;3.362;6.232;3.270;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757295;3.378;6.181;3.262;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757305;3.362;6.209;3.258;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757315;3.374;6.197;3.266;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757325;3.382;6.146;3.282;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757335;3.374;6.252;3.278;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.48;0.00
63757345;3.364;6.232;3.257;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757355;3.372;6.263;3.238;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757365;3.337;6.295;3.257;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757375;3.349;6.213;3.273;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757385;3.364;6.224;3.269;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757395;3.372;6.189;3.238;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757405;3.372;6.236;3.257;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757415;3.361;6.193;3.277;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757425;3.368;6.201;3.250;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757435;3.361;6.178;3.273;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63757445;3.365;6.270;3.264;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.43;0.00
63757455;3.385;6.215;3.260;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.43;0.00
63757465;3.365;6.282;3.241;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.43;0.00
63757475;3.373;6.293;3.241;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.43;0.00
63757485;3.369;6.305;3.256;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.43;0.00
63757495;3.372;6.236;3.268;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757505;3.368;6.275;3.264;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757515;3.353;6.189;3.268;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757525;3.353;6.205;3.245;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757535;3.372;6.186;3.252;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757545;3.361;6.193;3.272;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757555;3.376;6.193;3.264;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757565;3.380;6.217;3.280;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757575;3.368;6.287;3.280;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757585;3.364;6.228;3.295;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.43;0.00
63757595;3.342;6.300;3.234;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757605;3.362;6.261;3.265;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757615;3.374;6.288;3.230;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757625;3.374;6.249;3.277;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757635;3.378;6.245;3.281;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757645;3.378;6.226;3.242;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757655;3.346;6.206;3.254;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757665;3.370;6.194;3.269;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757675;3.370;6.230;3.254;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757685;3.370;6.183;3.261;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.42;0.00
63757695;3.362;6.270;3.260;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.43;0.00
63757705;3.354;6.227;3.237;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.43;0.00
63757715;3.362;6.313;3.260;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.43;0.00
