20160112_174016;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4
63715515;3.362;6.158;3.233;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.43;0.00
63715525;3.390;6.217;3.280;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.43;0.00
63715535;3.362;6.201;3.260;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.43;0.00
63715545;3.383;6.240;3.281;0.000;31.1;31.1;31.1;31.1;12.57;12.47;12.52;0.00
63715555;3.383;6.322;3.273;0.000;31.1;31.1;31.1;31.1;12.57;12.47;12.52;0.00
63715565;3.395;6.299;3.300;0.000;31.1;31.1;31.1;31.1;12.57;12.47;12.52;0.00
63715575;3.371;6.271;3.289;0.000;31.1;31.1;31.1;31.1;12.57;12.47;12.52;0.00
63715585;3.379;6.248;3.289;0.000;31.1;31.1;31.1;31.1;12.57;12.47;12.52;0.00
63715595;3.368;6.271;3.272;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715605;3.364;6.576;3.264;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715615;3.395;6.271;3.292;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715625;3.384;6.256;3.260;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715635;3.360;6.232;3.276;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715645;3.372;6.244;3.268;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715655;3.391;6.279;3.288;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715665;3.348;6.232;3.272;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715675;3.348;6.303;3.264;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715685;3.376;6.248;3.253;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63715695;3.366;6.256;3.271;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715705;3.366;6.197;3.291;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715715;3.382;6.224;3.259;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715725;3.358;6.189;3.291;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715735;3.362;6.205;3.291;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715745;3.362;6.193;3.298;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715755;3.350;6.185;3.283;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715765;3.346;6.256;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715775;3.370;6.248;3.255;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715785;3.394;6.303;3.267;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63715795;3.370;6.261;3.231;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715805;3.358;6.257;3.270;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715815;3.358;6.237;3.235;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715825;3.362;6.237;3.266;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715835;3.381;6.241;3.259;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715845;3.350;6.276;3.239;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715855;3.362;6.230;3.243;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715865;3.366;6.163;3.270;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715875;3.373;6.187;3.251;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715885;3.354;6.237;3.266;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.41;0.00
63715895;3.371;6.249;3.275;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715905;3.382;6.386;3.279;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715915;3.382;6.324;3.291;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715925;3.355;6.351;3.295;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715935;3.378;6.300;3.299;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715945;3.374;6.304;3.232;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715955;3.374;6.276;3.260;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715965;3.374;6.288;3.283;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715975;3.374;6.312;3.260;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715985;3.378;6.273;3.299;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63715995;3.361;6.237;3.241;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716005;3.380;6.230;3.260;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716015;3.345;6.288;3.284;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716025;3.364;6.249;3.268;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716035;3.388;6.292;3.291;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716045;3.341;6.214;3.268;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716055;3.364;6.253;3.260;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716065;3.376;6.191;3.237;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716075;3.380;6.218;3.241;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716085;3.368;6.195;3.268;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.43;0.00
63716095;3.361;6.244;3.259;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00
63716105;3.372;6.185;3.267;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00
63716115;3.357;6.232;3.247;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00
63716125;3.349;6.213;3.255;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00
63716135;3.361;6.283;3.255;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00
63716145;3.359;6.278;3.264;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716155;3.371;6.282;3.284;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716165;3.383;6.262;3.268;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716175;3.367;6.282;3.264;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716185;3.371;6.207;3.300;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716195;3.375;6.247;3.268;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716205;3.363;6.192;3.288;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716215;3.371;6.223;3.276;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716225;3.367;6.243;3.304;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716235;3.363;6.231;3.268;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63716245;3.369;6.234;3.293;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716255;3.361;6.245;3.258;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716265;3.373;6.323;3.289;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716275;3.369;6.284;3.234;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716285;3.385;6.261;3.258;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716295;3.341;6.187;3.266;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716305;3.377;6.234;3.277;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716315;3.365;6.198;3.262;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716325;3.349;6.167;3.273;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716335;3.369;6.167;3.270;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.45;0.00
63716345;3.362;6.250;3.298;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716355;3.350;6.211;3.275;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716365;3.373;6.266;3.287;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716375;3.334;6.243;3.267;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716385;3.362;6.289;3.263;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716395;3.370;6.219;3.275;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716405;3.366;6.278;3.279;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716415;3.334;6.200;3.267;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716425;3.350;6.219;3.275;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716435;3.377;6.172;3.279;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.47;0.00
63716445;3.368;6.186;3.298;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716455;3.372;6.174;3.224;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716465;3.357;6.209;3.263;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716475;3.364;6.232;3.259;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716485;3.357;6.232;3.227;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716495;3.364;6.267;3.263;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716505;3.372;6.240;3.263;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716515;3.357;6.248;3.263;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716525;3.368;6.224;3.259;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716535;3.361;6.236;3.270;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.41;0.00
63716545;3.374;6.201;3.280;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716555;3.370;6.209;3.260;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716565;3.362;6.189;3.260;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716575;3.374;6.217;3.272;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716585;3.350;6.221;3.260;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716595;3.362;6.236;3.276;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716605;3.354;6.240;3.272;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716615;3.362;6.299;3.276;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716625;3.370;6.236;3.292;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716635;3.366;6.260;3.276;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.46;0.00
63716645;3.361;6.189;3.265;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63716655;3.364;6.209;3.238;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63716665;3.364;6.182;3.261;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63716675;3.368;6.197;3.242;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63716685;3.353;6.154;3.242;0.000;31.1;31.1;31.1;31.1;12.49;12.41;12.42;0.00
63716695;3.362;6.215;3.250;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716705;3.338;6.239;3.257;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716715;3.358;6.219;3.250;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716725;3.362;6.274;3.269;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716735;3.362;6.243;3.273;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716745;3.366;6.278;3.250;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716755;3.362;6.211;3.257;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716765;3.358;6.219;3.250;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716775;3.373;6.196;3.261;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716785;3.326;6.227;3.254;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00
63716795;3.374;6.210;3.264;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716805;3.358;6.183;3.245;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716815;3.370;6.206;3.249;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716825;3.354;6.327;3.276;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716835;3.362;6.319;3.280;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716845;3.339;6.269;3.268;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716855;3.354;6.237;3.229;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716865;3.370;6.253;3.276;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716875;3.370;6.226;3.272;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716885;3.362;6.234;3.300;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00
63716895;3.362;6.189;3.262;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716905;3.362;6.228;3.277;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716915;3.366;6.181;3.254;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716925;3.366;6.217;3.258;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716935;3.354;6.263;3.273;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716945;3.370;6.240;3.281;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716955;3.374;6.295;3.266;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716965;3.374;6.252;3.270;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716975;3.358;6.283;3.277;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716985;3.354;6.224;3.273;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63716995;3.376;6.291;3.251;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717005;3.368;6.232;3.279;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717015;3.380;6.248;3.279;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717025;3.356;6.213;3.295;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717035;3.387;6.240;3.259;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717045;3.384;6.213;3.267;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717055;3.380;6.283;3.271;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717065;3.360;6.244;3.275;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717075;3.376;6.318;3.275;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717085;3.384;6.283;3.287;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63717095;3.386;6.291;3.267;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717105;3.355;6.248;3.295;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717115;3.386;6.291;3.283;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717125;3.386;6.248;3.287;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717135;3.371;6.244;3.283;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717145;3.363;6.201;3.267;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717155;3.382;6.244;3.295;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717165;3.378;6.287;3.275;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717175;3.378;6.263;3.302;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717185;3.398;6.334;3.259;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.47;0.00
63717195;3.371;6.291;3.250;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.48;0.00
63717205;3.374;6.279;3.289;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.48;0.00
63717215;3.355;6.271;3.270;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.48;0.00
63717225;3.371;6.307;3.317;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.48;0.00
63717235;3.390;6.248;3.238;0.000;31.1;31.1;31.1;31.1;12.54;12.50;12.48;0.00
63717245;3.348;6.254;3.257;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717255;3.355;6.176;3.238;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717265;3.363;6.203;3.218;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717275;3.352;6.192;3.269;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717285;3.355;6.254;3.246;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717295;3.367;6.254;3.269;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717305;3.375;6.274;3.261;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717315;3.355;6.235;3.246;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717325;3.371;6.290;3.285;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717335;3.363;6.219;3.273;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.42;0.00
63717345;3.373;6.232;3.294;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717355;3.377;6.213;3.251;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717365;3.373;6.228;3.259;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717375;3.357;6.189;3.275;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717385;3.369;6.201;3.286;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717395;3.349;6.224;3.255;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717405;3.361;6.224;3.271;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717415;3.389;6.236;3.271;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717425;3.365;6.283;3.271;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717435;3.377;6.299;3.271;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00
63717445;3.370;6.226;3.243;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717455;3.382;6.257;3.275;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717465;3.378;6.230;3.259;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717475;3.366;6.210;3.275;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717485;3.362;6.191;3.255;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717495;3.374;6.226;3.267;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717505;3.378;6.187;3.267;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717515;3.366;6.237;3.271;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717525;3.374;6.241;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717535;3.339;6.273;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00
63717545;3.377;6.275;3.260;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717555;3.369;6.287;3.288;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717565;3.361;6.232;3.257;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717575;3.357;6.232;3.280;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717585;3.381;6.189;3.304;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717595;3.365;6.197;3.292;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717605;3.369;6.166;3.264;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717615;3.361;6.217;3.307;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717625;3.369;6.193;3.241;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717635;3.377;6.240;3.268;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00
63717645;3.393;6.282;3.267;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717655;3.377;6.270;3.275;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717665;3.373;6.309;3.248;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717675;3.373;6.258;3.279;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717685;3.365;6.282;3.283;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717695;3.365;6.223;3.275;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717705;3.381;6.227;3.291;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717715;3.345;6.196;3.283;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717725;3.365;6.235;3.287;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717735;3.381;6.168;3.263;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63717745;3.344;6.299;3.248;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717755;3.364;6.275;3.264;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717765;3.360;6.271;3.252;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717775;3.360;6.275;3.221;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717785;3.348;6.299;3.280;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717795;3.360;6.244;3.264;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717805;3.352;6.260;3.287;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717815;3.368;6.189;3.248;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717825;3.340;6.232;3.268;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717835;3.344;6.213;3.237;0.000;31.1;31.1;31.1;31.1;12.46;12.44;12.43;0.00
63717845;3.342;6.191;3.271;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.47;0.00
63717855;3.362;6.222;3.283;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.47;0.00
63717865;3.350;6.226;3.306;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.47;0.00
63717875;3.373;6.257;3.279;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.47;0.00
63717885;3.346;6.253;3.295;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.47;0.00
63717895;3.362;6.266;3.268;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717905;3.374;6.250;3.272;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717915;3.374;6.258;3.284;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717925;3.358;6.219;3.260;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717935;3.358;6.215;3.260;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717945;3.386;6.204;3.288;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717955;3.358;6.223;3.249;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717965;3.394;6.169;3.245;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717975;3.350;6.196;3.280;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717985;3.370;6.200;3.264;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.46;0.00
63717995;3.364;6.263;3.264;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718005;3.372;6.244;3.272;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718015;3.368;6.318;3.272;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718025;3.395;6.244;3.257;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718035;3.376;6.267;3.288;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718045;3.372;6.221;3.264;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718055;3.372;6.224;3.288;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718065;3.364;6.166;3.284;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718075;3.384;6.201;3.233;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718085;3.364;6.193;3.276;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.46;0.00
63718095;3.381;6.200;3.264;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718105;3.373;6.239;3.276;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718115;3.353;6.215;3.257;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718125;3.381;6.286;3.268;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718135;3.361;6.258;3.280;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718145;3.369;6.278;3.276;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718155;3.365;6.215;3.284;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718165;3.369;6.227;3.276;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718175;3.369;6.208;3.276;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63718185;3.369;6.219;3.288;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
