20160122_161545;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
58544848;1.745;0.000;0.000;3.223;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544858;1.729;0.000;0.000;3.229;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544868;1.745;0.000;0.000;3.221;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544878;1.749;0.000;0.000;3.223;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544888;1.733;0.000;0.000;3.231;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544898;1.741;0.000;0.000;3.220;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544908;1.737;0.000;0.000;3.232;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544918;1.753;0.000;0.000;3.221;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544928;1.725;0.000;0.000;3.226;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544938;1.741;0.000;0.000;3.234;31.1;31.1;64.7;31.1;12.52;0.00;0.00;5.15;
58544948;1.728;0.000;0.000;3.240;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58544958;1.716;0.000;0.000;3.232;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58544968;1.744;0.000;0.000;3.240;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58544978;1.736;0.000;0.000;3.244;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58544988;1.720;0.000;0.000;3.243;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58544998;1.744;0.000;0.000;3.243;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58545008;1.752;0.000;0.000;3.237;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58545018;1.736;0.000;0.000;3.241;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58545028;1.732;0.000;0.000;3.240;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58545038;1.732;0.000;0.000;3.227;31.1;31.1;64.2;31.1;12.54;0.00;0.00;5.17;
58545048;1.728;0.000;0.000;3.241;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.16;
58545058;1.732;0.000;0.000;3.234;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.16;
