20160122_153520;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
56120568;0.038;4.594;1.521;1.664;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120578;0.038;4.538;1.466;1.593;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120588;0.038;4.194;1.300;1.439;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120598;0.038;4.467;1.430;1.569;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120608;0.038;4.175;1.284;1.419;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120618;0.038;4.305;1.379;1.522;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120628;0.038;4.190;1.288;1.419;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120638;0.038;4.131;1.240;1.379;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120648;0.037;4.273;1.343;1.542;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120658;0.038;4.258;1.347;1.526;31.1;31.3;31.3;31.1;0.94;12.52;12.57;12.60;
56120668;0.034;4.371;1.404;1.545;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120678;0.034;4.387;1.384;1.533;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120688;0.034;4.550;1.516;1.661;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120698;0.034;5.706;2.041;2.190;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120708;0.034;4.352;1.365;1.493;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120718;0.034;4.177;1.273;1.442;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120728;0.034;4.146;1.261;1.402;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120738;0.034;4.257;1.313;1.470;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120748;0.034;4.435;1.444;1.581;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120758;0.034;4.067;1.233;1.378;31.1;31.3;31.3;31.1;0.89;12.54;12.62;12.66;
56120768;0.034;4.115;1.244;1.431;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120778;0.033;4.206;1.304;1.475;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120788;0.033;4.513;1.472;1.614;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120798;0.034;4.552;1.460;1.582;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120808;0.033;4.644;1.547;1.690;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120818;0.034;4.405;1.388;1.511;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120828;0.034;4.473;1.440;1.594;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120838;0.034;4.664;1.484;1.646;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120848;0.033;4.441;1.360;1.527;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120858;0.034;4.150;1.276;1.411;31.1;31.3;31.3;31.1;0.88;12.60;12.65;12.64;
56120868;0.034;4.234;1.315;1.440;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120878;0.034;4.522;1.470;1.630;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120888;0.034;4.127;1.248;1.373;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120898;0.034;4.250;1.327;1.496;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120908;0.034;4.265;1.339;1.543;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120918;0.034;4.269;1.335;1.492;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120928;0.034;5.471;1.941;2.101;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120938;0.034;4.352;1.355;1.499;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120948;0.034;4.171;1.303;1.436;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120958;0.034;4.341;1.387;1.515;31.1;31.3;31.3;31.1;0.89;12.52;12.57;12.58;
56120968;0.034;4.176;1.275;1.457;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56120978;0.034;4.377;1.417;1.556;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56120988;0.034;4.310;1.334;1.465;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56120998;0.034;4.093;1.219;1.381;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56121008;0.034;4.448;1.445;1.623;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56121018;0.034;4.700;1.540;1.703;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56121028;0.034;5.288;1.797;2.009;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56121038;0.034;5.000;1.770;1.937;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56121048;0.034;4.629;1.532;1.671;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56121058;0.034;4.345;1.386;1.540;31.1;31.3;31.3;31.1;0.89;12.50;12.56;12.62;
56121068;0.034;5.005;1.708;1.856;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.69;
56121078;0.034;4.188;1.307;1.465;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.69;
56121088;0.034;4.240;1.315;1.477;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.69;
56121098;0.034;5.061;1.720;1.868;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.69;
