20160122_153520;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
56120584;1.300;1.903;1.206;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120594;1.482;2.255;1.354;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120604;1.308;1.915;1.245;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120614;1.316;2.091;1.260;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120624;1.529;2.513;1.405;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120634;1.466;2.278;1.288;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120644;1.485;2.271;1.354;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120654;1.387;2.087;1.296;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120664;1.387;2.032;1.245;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120674;1.395;2.024;1.264;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
56120684;1.531;2.296;1.375;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120694;1.996;3.559;1.919;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120704;1.386;2.132;1.321;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120714;1.295;1.870;1.188;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120724;1.311;1.964;1.219;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120734;1.449;2.335;1.399;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120744;1.587;2.539;1.434;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120754;1.465;2.261;1.333;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120764;1.528;2.355;1.395;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120774;1.374;2.042;1.235;0.000;31.1;31.1;31.1;31.1;12.51;12.46;12.44;0.00;
56120784;1.382;2.033;1.240;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120794;1.445;2.232;1.341;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120804;1.481;2.240;1.325;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120814;1.445;2.286;1.360;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120824;1.316;1.884;1.186;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120834;1.465;2.208;1.341;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120844;1.429;2.302;1.403;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120854;1.418;2.310;1.337;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120864;1.453;2.255;1.341;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120874;1.728;2.825;1.577;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.34;0.00;
56120884;1.395;2.045;1.262;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.44;0.00;
56120894;1.422;2.096;1.309;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.44;0.00;
56120904;1.375;2.010;1.270;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.44;0.00;
56120914;1.332;1.935;1.219;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.44;0.00;
56120924;1.474;2.182;1.329;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.44;0.00;
56120934;1.306;1.881;1.185;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.45;0.00;
56120944;1.326;1.873;1.181;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.45;0.00;
56120954;1.385;2.099;1.326;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.45;0.00;
56120964;1.326;2.083;1.291;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.45;0.00;
56120974;1.420;2.337;1.361;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.45;0.00;
56120984;1.440;2.197;1.341;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.45;0.00;
56120994;1.385;2.041;1.244;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.45;0.00;
56121004;1.656;2.622;1.502;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.45;0.00;
