20160122_160544;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
57944190;1.757;0.000;0.000;4.112;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944200;1.737;0.000;0.000;4.027;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944210;1.753;0.000;0.000;4.101;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944220;1.753;0.000;0.000;4.073;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944230;1.749;0.000;0.000;4.095;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944240;1.749;0.000;0.000;4.047;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944250;1.749;0.000;0.000;4.018;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944260;1.745;0.000;0.000;4.079;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944270;1.741;0.000;0.000;4.014;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944280;1.745;0.000;0.000;4.041;31.1;31.1;66.7;31.1;12.52;0.00;0.00;5.15;
57944290;1.738;0.000;0.000;4.062;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944300;1.719;0.000;0.000;3.991;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944310;1.734;0.000;0.000;4.016;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944320;1.750;0.000;0.000;4.057;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944330;1.742;0.000;0.000;4.024;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944340;1.750;0.000;0.000;4.021;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944350;1.774;0.000;0.000;4.059;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944360;1.719;0.000;0.000;4.027;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944370;1.758;0.000;0.000;4.042;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
57944380;1.770;0.000;0.000;3.979;31.1;31.1;56.0;31.1;12.53;0.00;0.00;5.13;
