20160122_160544;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
57944176;1.327;1.903;1.197;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944186;1.307;1.884;1.181;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944196;1.291;1.872;1.220;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944206;1.303;1.989;1.291;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944216;1.343;2.146;1.306;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944226;1.441;2.314;1.345;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944236;1.405;2.087;1.287;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944246;1.457;2.142;1.279;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944256;1.378;2.032;1.259;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944266;1.350;1.935;1.248;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.45;0.00;
57944276;1.489;2.263;1.358;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944286;1.344;1.938;1.241;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944296;1.344;1.919;1.217;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944306;1.316;1.868;1.159;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944316;1.462;2.228;1.343;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944326;1.320;2.060;1.284;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944336;1.454;2.306;1.374;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944346;1.454;2.325;1.405;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944356;1.430;2.134;1.303;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944366;1.375;2.005;1.268;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.46;0.00;
57944376;1.373;1.998;1.256;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944386;1.337;1.916;1.241;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944396;1.522;2.357;1.436;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944406;1.318;1.877;1.217;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944416;1.318;1.881;1.190;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944426;1.306;1.865;1.202;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944436;1.286;1.888;1.209;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944446;1.337;2.138;1.311;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944456;1.389;2.263;1.288;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944466;1.503;2.349;1.370;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.46;0.00;
57944476;1.435;2.161;1.315;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944486;1.428;2.110;1.331;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944496;1.364;1.989;1.292;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944506;1.337;1.961;1.213;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944516;1.510;2.317;1.397;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944526;1.388;1.996;1.229;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944536;1.325;1.903;1.221;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944546;1.293;1.840;1.163;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944556;1.293;1.973;1.233;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944566;1.353;2.165;1.264;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.46;0.00;
57944576;1.463;2.403;1.397;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.42;0.00;
57944586;1.416;2.123;1.280;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.42;0.00;
57944596;1.408;2.080;1.260;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.42;0.00;
57944606;1.369;1.998;1.260;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.42;0.00;
57944616;1.393;2.052;1.225;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.42;0.00;
57944626;1.382;2.111;1.307;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944636;1.528;2.349;1.412;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944646;1.315;1.838;1.221;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944656;1.303;1.873;1.194;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944666;1.315;1.873;1.178;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944676;1.350;2.123;1.303;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944686;1.398;2.240;1.342;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944696;1.425;2.216;1.307;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944706;1.500;2.318;1.369;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944716;1.614;2.571;1.447;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
57944726;1.366;1.959;1.251;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944736;2.028;3.504;1.963;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944746;1.500;2.306;1.392;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944756;1.445;2.107;1.338;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944766;1.303;1.869;1.173;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944776;1.484;2.267;1.392;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944786;1.291;1.884;1.220;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944796;1.339;2.193;1.310;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944806;1.626;2.673;1.553;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944816;1.476;2.364;1.400;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.45;0.00;
57944826;1.407;2.043;1.289;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944836;1.387;2.031;1.266;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944846;1.355;1.954;1.211;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944856;1.359;1.973;1.242;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944866;1.564;2.469;1.457;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944876;1.525;2.314;1.410;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944886;1.308;1.846;1.192;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944896;1.316;1.865;1.176;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944906;1.292;1.888;1.203;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944916;1.383;2.186;1.344;0.000;31.1;31.1;31.1;31.1;12.52;12.33;12.40;0.00;
57944926;1.424;2.212;1.297;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57944936;1.459;2.208;1.316;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57944946;1.400;2.076;1.281;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57944956;1.361;1.994;1.210;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57944966;1.408;2.044;1.285;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57944976;1.385;2.095;1.285;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57944986;1.530;2.337;1.395;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57944996;1.318;1.908;1.226;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57945006;1.306;1.849;1.257;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57945016;1.577;2.513;1.493;0.000;31.1;31.1;31.1;31.1;12.50;12.43;12.47;0.00;
57945026;1.346;2.124;1.293;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945036;1.409;2.226;1.344;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945046;1.453;2.234;1.329;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945056;1.508;2.359;1.411;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945066;1.378;2.038;1.297;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945076;1.366;1.984;1.231;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945086;1.354;1.968;1.250;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945096;1.358;1.941;1.231;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945106;1.492;2.296;1.364;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945116;1.291;1.890;1.176;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
57945126;1.302;1.885;1.196;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00;
57945136;1.291;1.928;1.211;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00;
57945146;1.330;2.127;1.278;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00;
57945156;1.405;2.225;1.310;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00;
57945166;1.468;2.272;1.266;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.48;0.00;
57945176;1.395;2.105;1.258;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945186;1.403;2.081;1.250;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945196;1.359;1.980;1.239;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945206;1.340;1.921;1.219;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945216;1.371;1.988;1.266;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945226;1.407;2.105;1.301;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945236;1.521;2.343;1.383;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945246;1.312;1.870;1.211;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945256;1.285;1.960;1.215;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945266;1.363;2.144;1.309;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.44;0.00;
57945276;1.466;2.261;1.337;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945286;1.486;2.362;1.434;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945296;1.419;2.117;1.333;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945306;1.364;2.000;1.286;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945316;1.360;1.988;1.263;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945326;1.372;2.062;1.286;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945336;1.537;2.347;1.423;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945346;1.325;1.875;1.204;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945356;1.277;1.840;1.173;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945366;1.309;1.883;1.150;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.41;0.00;
57945376;1.349;2.134;1.302;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945386;1.400;2.212;1.333;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945396;1.439;2.263;1.353;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945406;1.463;2.228;1.325;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945416;1.416;2.099;1.306;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945426;1.368;1.970;1.251;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945436;1.345;1.958;1.266;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945446;1.337;1.903;1.227;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945456;1.510;2.341;1.404;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945466;1.321;1.884;1.208;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.48;0.00;
57945476;1.301;1.849;1.223;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945486;1.281;1.857;1.188;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945496;1.332;2.173;1.333;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945506;1.419;2.251;1.372;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945516;1.431;2.173;1.262;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945526;1.423;2.087;1.293;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945536;1.380;2.021;1.270;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945546;1.340;1.943;1.219;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945556;1.356;1.986;1.262;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945566;1.317;1.904;1.188;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.44;0.00;
57945576;1.575;2.427;1.444;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.49;0.00;
57945586;1.288;1.892;1.201;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.49;0.00;
57945596;1.288;1.845;1.220;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.49;0.00;
