20160122_155921;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
57561501;1.790;0.000;0.000;3.103;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561511;1.790;0.000;0.000;3.098;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561521;1.754;0.000;0.000;3.104;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561531;1.778;0.000;0.000;3.100;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561541;1.774;0.000;0.000;3.103;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561551;1.774;0.000;0.000;3.098;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561561;1.762;0.000;0.000;3.120;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561571;1.790;0.000;0.000;3.097;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561581;1.778;0.000;0.000;3.103;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561591;1.770;0.000;0.000;3.100;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
57561601;1.776;0.000;0.000;3.109;31.1;31.1;55.6;31.1;12.49;0.00;0.00;5.17;
57561611;1.776;0.000;0.000;3.117;31.1;31.1;55.6;31.1;12.49;0.00;0.00;5.17;
57561621;1.740;0.000;0.000;3.108;31.1;31.1;55.6;31.1;12.49;0.00;0.00;5.17;
57561631;1.764;0.000;0.000;3.116;31.1;31.1;55.6;31.1;12.49;0.00;0.00;5.17;
57561641;1.780;0.000;0.000;3.108;31.1;31.1;55.6;31.1;12.49;0.00;0.00;5.17;
57561651;1.778;0.000;0.000;3.124;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561661;1.770;0.000;0.000;3.116;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561671;1.786;0.000;0.000;3.121;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561681;1.754;0.000;0.000;3.131;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561691;1.782;0.000;0.000;3.121;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561701;1.778;0.000;0.000;3.116;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561711;1.770;0.000;0.000;3.121;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561721;1.782;0.000;0.000;3.121;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561731;1.766;0.000;0.000;3.117;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561741;1.762;0.000;0.000;3.117;31.1;31.1;65.5;31.1;12.53;0.00;0.00;5.18;
57561751;1.785;0.000;0.000;3.106;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561761;1.781;0.000;0.000;3.104;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561771;1.765;0.000;0.000;3.106;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561781;1.777;0.000;0.000;3.103;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561791;1.769;0.000;0.000;3.106;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561801;1.773;0.000;0.000;3.117;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561811;1.757;0.000;0.000;3.103;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561821;1.777;0.000;0.000;3.106;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561831;1.773;0.000;0.000;3.104;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561841;1.765;0.000;0.000;3.103;31.1;31.1;64.7;31.1;12.55;0.00;0.00;5.16;
57561851;1.797;0.000;0.000;3.096;31.1;31.1;55.0;31.1;12.55;0.00;0.00;5.14;
