20160125_163235;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
59555040;1.762;0.000;0.000;3.306;31.1;31.1;53.9;31.1;12.56;0.00;0.00;5.17;
59555050;1.758;0.000;0.000;3.313;31.1;31.1;53.9;31.1;12.56;0.00;0.00;5.17;
59555060;1.770;0.000;0.000;3.296;31.1;31.1;53.9;31.1;12.56;0.00;0.00;5.17;
59555070;1.766;0.000;0.000;3.311;31.1;31.1;53.9;31.1;12.56;0.00;0.00;5.17;
59555080;1.758;0.000;0.000;3.302;31.1;31.1;53.9;31.1;12.56;0.00;0.00;5.17;
59555090;1.752;0.000;0.000;3.298;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555100;1.771;0.000;0.000;3.287;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555110;1.767;0.000;0.000;3.295;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555120;1.720;0.000;0.000;3.296;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555130;1.763;0.000;0.000;3.292;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555140;1.756;0.000;0.000;3.304;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555150;1.756;0.000;0.000;3.298;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555160;1.779;0.000;0.000;3.287;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555170;1.759;0.000;0.000;3.292;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555180;1.740;0.000;0.000;3.286;31.1;31.1;54.4;31.1;12.54;0.00;0.00;5.16;
59555190;1.776;0.000;0.000;3.290;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555200;1.749;0.000;0.000;3.298;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555210;1.737;0.000;0.000;3.303;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555220;1.764;0.000;0.000;3.307;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555230;1.772;0.000;0.000;3.300;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555240;1.745;0.000;0.000;3.304;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555250;1.749;0.000;0.000;3.296;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555260;1.768;0.000;0.000;3.303;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555270;1.733;0.000;0.000;3.301;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555280;1.745;0.000;0.000;3.292;31.1;31.1;54.7;31.1;12.52;0.00;0.00;5.16;
59555290;1.749;0.000;0.000;3.293;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555300;1.761;0.000;0.000;3.287;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555310;1.725;0.000;0.000;3.300;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555320;1.764;0.000;0.000;3.289;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555330;1.753;0.000;0.000;3.287;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555340;1.737;0.000;0.000;3.296;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555350;1.757;0.000;0.000;3.300;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555360;1.745;0.000;0.000;3.293;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555370;1.753;0.000;0.000;3.293;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555380;1.768;0.000;0.000;3.295;31.1;31.1;64.4;31.1;12.52;0.00;0.00;5.16;
59555390;1.767;0.000;0.000;3.293;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555400;1.732;0.000;0.000;3.293;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555410;1.759;0.000;0.000;3.293;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555420;1.759;0.000;0.000;3.286;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555430;1.759;0.000;0.000;3.298;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555440;1.775;0.000;0.000;3.287;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555450;1.752;0.000;0.000;3.300;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555460;1.740;0.000;0.000;3.293;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555470;1.748;0.000;0.000;3.295;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555480;1.763;0.000;0.000;3.286;31.1;31.1;63.5;31.1;12.54;0.00;0.00;5.16;
59555490;1.769;0.000;0.000;3.286;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555500;1.749;0.000;0.000;3.280;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555510;1.761;0.000;0.000;3.296;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555520;1.769;0.000;0.000;3.282;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555530;1.741;0.000;0.000;3.293;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555540;1.773;0.000;0.000;3.274;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555550;1.757;0.000;0.000;3.293;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555560;1.761;0.000;0.000;3.288;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555570;1.761;0.000;0.000;3.294;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555580;1.777;0.000;0.000;3.297;31.1;31.1;54.3;31.1;12.55;0.05;0.00;5.15;
59555590;1.747;0.000;0.000;3.297;31.1;31.1;63.7;31.1;12.51;0.00;0.00;5.17;
59555600;1.747;0.000;0.000;3.316;31.1;31.1;63.7;31.1;12.51;0.00;0.00;5.17;
59555610;1.747;0.000;0.000;3.286;31.1;31.1;63.7;31.1;12.51;0.00;0.00;5.17;
59555620;1.759;0.000;0.000;3.316;31.1;31.1;63.7;31.1;12.51;0.00;0.00;5.17;
59555630;1.747;0.000;0.000;3.302;31.1;31.1;63.7;31.1;12.51;0.00;0.00;5.17;
