20160122_155400;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
57240002;1.791;0.000;0.000;4.044;31.1;31.1;64.2;31.1;12.51;0.00;0.00;5.13;
57240012;1.771;0.000;0.000;4.113;31.1;31.1;64.2;31.1;12.51;0.00;0.00;5.13;
57240022;1.767;0.000;0.000;4.176;31.1;31.1;64.2;31.1;12.51;0.00;0.00;5.13;
57240032;1.779;0.000;0.000;4.077;31.1;31.1;64.2;31.1;12.51;0.00;0.00;5.13;
57240042;1.763;0.000;0.000;4.162;31.1;31.1;64.2;31.1;12.51;0.00;0.00;5.13;
57240052;1.755;0.000;0.000;3.725;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240062;1.775;0.000;0.000;3.159;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240072;1.787;0.000;0.000;3.165;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240082;1.755;0.000;0.000;3.144;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240092;1.767;0.000;0.000;3.156;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240102;1.775;0.000;0.000;3.154;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240112;1.747;0.000;0.000;3.161;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240122;1.763;0.000;0.000;3.148;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240132;1.783;0.000;0.000;3.148;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240142;1.755;0.000;0.000;3.159;31.1;31.1;63.6;31.1;12.51;0.00;0.00;5.14;
57240152;1.789;0.000;0.000;3.907;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240162;1.762;0.000;0.000;4.157;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240172;1.762;0.000;0.000;4.098;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240182;1.785;0.000;0.000;4.177;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240192;1.785;0.000;0.000;4.112;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240202;1.754;0.000;0.000;4.091;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240212;1.777;0.000;0.000;4.180;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240222;1.773;0.000;0.000;4.115;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240232;1.777;0.000;0.000;4.152;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240242;1.754;0.000;0.000;4.134;31.1;31.1;63.4;31.1;12.50;0.00;0.00;5.14;
57240252;1.772;0.000;0.000;4.099;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240262;1.764;0.000;0.000;4.147;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240272;1.761;0.000;0.000;4.110;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240282;1.772;0.000;0.000;4.167;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240292;1.776;0.000;0.000;4.097;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240302;1.757;0.000;0.000;4.113;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240312;1.788;0.000;0.000;4.164;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240322;1.780;0.000;0.000;4.094;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240332;1.772;0.000;0.000;4.141;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240342;1.768;0.000;0.000;4.151;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
57240352;1.768;0.000;0.000;4.112;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240362;1.768;0.000;0.000;4.134;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240372;1.776;0.000;0.000;4.163;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240382;1.792;0.000;0.000;4.132;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240392;1.768;0.000;0.000;4.231;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240402;1.772;0.000;0.000;4.216;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240412;1.780;0.000;0.000;4.199;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240422;1.764;0.000;0.000;4.223;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240432;1.784;0.000;0.000;4.151;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240442;1.776;0.000;0.000;4.228;31.1;31.1;54.5;31.1;12.52;0.00;0.00;5.14;
57240452;1.771;0.000;0.000;4.227;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240462;1.787;0.000;0.000;4.136;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240472;1.799;0.000;0.000;4.224;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240482;1.756;0.000;0.000;4.194;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240492;1.779;0.000;0.000;4.210;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240502;1.771;0.000;0.000;4.221;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240512;1.771;0.000;0.000;4.194;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240522;1.779;0.000;0.000;4.208;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240532;1.775;0.000;0.000;4.159;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240542;1.756;0.000;0.000;4.233;31.1;31.1;63.9;31.1;12.54;0.00;0.00;5.13;
57240552;1.768;0.000;0.000;4.244;31.1;31.1;63.5;31.1;12.52;0.00;0.00;5.16;
57240562;1.776;0.000;0.000;4.173;31.1;31.1;63.5;31.1;12.52;0.00;0.00;5.16;
57240572;1.768;0.000;0.000;4.268;31.1;31.1;63.5;31.1;12.52;0.00;0.00;5.16;
57240582;1.761;0.000;0.000;3.845;31.1;31.1;63.5;31.1;12.52;0.00;0.00;5.16;
57240592;1.776;0.000;0.000;4.121;31.1;31.1;63.5;31.1;12.52;0.00;0.00;5.16;
57240602;1.767;0.000;0.000;4.211;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240612;1.791;0.000;0.000;4.181;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240622;1.791;0.000;0.000;4.213;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240632;1.771;0.000;0.000;4.144;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240642;1.755;0.000;0.000;4.222;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240652;1.783;0.000;0.000;4.216;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240662;1.763;0.000;0.000;4.147;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240672;1.771;0.000;0.000;4.211;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240682;1.783;0.000;0.000;4.202;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240692;1.771;0.000;0.000;4.214;31.1;31.1;62.8;31.1;12.51;0.00;0.00;5.13;
57240702;1.788;0.000;0.000;4.213;31.1;31.1;62.5;31.1;12.52;0.00;0.00;5.16;
