20160122_155102;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
57061639;0.034;4.085;1.294;1.428;31.1;31.2;31.2;31.1;0.89;12.56;12.59;12.58;
57061649;0.034;4.030;1.258;1.405;31.1;31.2;31.2;31.1;0.89;12.56;12.59;12.58;
57061659;0.034;3.986;1.238;1.369;31.1;31.2;31.2;31.1;0.89;12.56;12.59;12.58;
57061669;0.034;3.986;1.238;1.389;31.1;31.2;31.2;31.1;0.89;12.56;12.59;12.58;
57061679;0.034;4.053;1.254;1.456;31.1;31.2;31.2;31.1;0.89;12.56;12.59;12.58;
57061689;0.034;4.621;1.597;1.733;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061699;0.034;4.238;1.371;1.531;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061709;0.033;4.151;1.359;1.476;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061719;0.034;4.103;1.300;1.448;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061729;0.034;4.151;1.347;1.484;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061739;0.034;4.060;1.268;1.436;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061749;0.034;4.084;1.303;1.436;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061759;0.034;4.044;1.260;1.397;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061769;0.034;4.194;1.355;1.492;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061779;0.034;4.024;1.256;1.369;31.1;31.2;31.2;31.1;0.89;12.52;12.57;12.58;
57061789;0.034;3.946;1.224;1.372;31.1;31.2;31.2;31.1;0.89;12.51;12.57;12.57;
57061799;0.034;4.230;1.371;1.573;31.1;31.2;31.2;31.1;0.89;12.51;12.57;12.57;
57061809;0.034;4.574;1.585;1.731;31.1;31.2;31.2;31.1;0.89;12.51;12.57;12.57;
57061819;0.034;4.163;1.391;1.522;31.1;31.2;31.2;31.1;0.89;12.51;12.57;12.57;
57061829;0.034;4.234;1.379;1.514;31.1;31.2;31.2;31.1;0.89;12.51;12.57;12.57;
57061839;0.034;4.128;1.343;1.475;31.1;31.2;31.2;31.1;0.89;12.51;12.57;12.57;
57061849;0.034;4.297;1.406;1.534;31.1;31.2;31.2;31.1;0.89;12.51;12.57;12.57;
