20160125_143840;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
52720341;1.733;0.000;0.000;3.305;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720351;1.749;0.000;0.000;3.310;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720361;1.745;0.000;0.000;3.310;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720371;1.721;0.000;0.000;3.319;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720381;1.741;0.000;0.000;3.305;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720391;1.729;0.000;0.000;3.327;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720401;1.729;0.000;0.000;3.313;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720411;1.737;0.000;0.000;3.320;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720421;1.765;0.000;0.000;3.311;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720431;1.737;0.000;0.000;3.322;31.1;31.1;54.1;31.1;12.55;0.00;0.00;5.17;
52720441;1.762;0.000;0.000;3.306;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720451;1.742;0.000;0.000;3.306;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720461;1.746;0.000;0.000;3.307;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720471;1.730;0.000;0.000;3.312;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720481;1.730;0.000;0.000;3.303;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720491;1.734;0.000;0.000;3.306;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720501;1.734;0.000;0.000;3.309;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720511;1.730;0.000;0.000;3.304;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720521;1.726;0.000;0.000;3.317;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720531;1.734;0.000;0.000;3.309;31.1;31.1;63.7;31.1;12.50;0.00;0.00;5.16;
52720541;1.745;0.000;0.000;3.299;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720551;1.725;0.000;0.000;3.303;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720561;1.753;0.000;0.000;3.308;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720571;1.745;0.000;0.000;3.294;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720581;1.749;0.000;0.000;3.300;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720591;3.189;0.000;0.000;3.121;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720601;4.295;0.000;0.000;3.155;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720611;2.155;0.000;0.000;3.167;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720621;1.717;0.000;0.000;3.172;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720631;1.721;0.000;0.000;3.169;31.1;31.1;54.2;31.1;12.52;0.00;0.00;5.15;
52720641;1.683;0.000;0.000;3.166;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720651;1.714;0.000;0.000;3.183;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720661;1.718;0.000;0.000;3.172;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720671;1.691;0.000;0.000;3.170;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720681;1.722;0.000;0.000;3.177;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720691;1.695;0.000;0.000;3.169;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720701;1.699;0.000;0.000;3.175;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720711;1.710;0.000;0.000;3.180;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720721;1.702;0.000;0.000;3.161;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720731;1.710;0.000;0.000;3.180;31.1;31.1;54.4;31.1;12.50;0.00;0.00;5.15;
52720741;1.709;0.000;0.000;3.178;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720751;1.705;0.000;0.000;3.167;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720761;1.713;0.000;0.000;3.167;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720771;1.701;0.000;0.000;3.172;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720781;1.717;0.000;0.000;3.167;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720791;1.721;0.000;0.000;3.166;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720801;1.705;0.000;0.000;3.167;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720811;1.701;0.000;0.000;3.177;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720821;1.725;0.000;0.000;3.167;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720831;1.689;0.000;0.000;3.169;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.15;
52720841;1.696;0.000;0.000;3.175;31.1;31.1;55.0;31.1;12.48;0.00;0.00;5.17;
52720851;1.711;0.000;0.000;3.179;31.1;31.1;55.0;31.1;12.48;0.00;0.00;5.17;
52720861;1.684;0.000;0.000;3.179;31.1;31.1;55.0;31.1;12.48;0.00;0.00;5.17;
52720871;1.715;0.000;0.000;3.184;31.1;31.1;55.0;31.1;12.48;0.00;0.00;5.17;
52720881;1.700;0.000;0.000;3.185;31.1;31.1;55.0;31.1;12.48;0.00;0.00;5.17;
52720891;1.703;0.000;0.000;3.176;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720901;1.703;0.000;0.000;3.176;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720911;1.726;0.000;0.000;3.171;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720921;1.711;0.000;0.000;3.180;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720931;1.707;0.000;0.000;3.177;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720941;1.715;0.000;0.000;3.185;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720951;1.715;0.000;0.000;3.168;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720961;1.703;0.000;0.000;3.172;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720971;1.711;0.000;0.000;3.186;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
52720981;1.734;0.000;0.000;3.185;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.16;
