20160113_105855;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
39535340;0.034;4.496;1.503;1.663;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535350;0.034;4.543;1.562;1.746;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535360;0.034;4.795;1.693;1.833;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535370;0.034;4.480;1.511;1.659;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535380;0.034;5.066;1.847;2.026;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535390;0.034;4.488;1.519;1.667;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535400;0.034;4.555;1.562;1.710;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535410;0.034;4.760;1.653;1.777;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535420;0.034;4.693;1.586;1.742;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535430;0.034;4.354;1.416;1.568;31.1;31.6;31.6;31.3;0.89;12.46;12.55;12.56;
39535440;0.034;4.499;1.463;1.622;31.1;31.6;31.6;31.3;0.88;12.52;12.58;12.58;
39535450;0.034;4.499;1.499;1.662;31.1;31.6;31.6;31.3;0.88;12.52;12.58;12.58;
39535460;0.034;5.238;1.939;2.105;31.1;31.6;31.6;31.3;0.88;12.52;12.58;12.58;
39535470;0.034;4.890;1.741;1.899;31.1;31.6;31.6;31.3;0.88;12.52;12.58;12.58;
39535480;0.034;4.665;1.578;1.741;31.1;31.6;31.6;31.3;0.88;12.52;12.58;12.58;
39535490;0.034;5.110;1.843;2.038;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535500;0.034;4.850;1.697;1.856;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535510;0.034;4.535;1.539;1.683;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535520;0.034;4.457;1.515;1.691;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535530;0.034;4.988;1.811;1.947;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535540;0.034;4.453;1.484;1.616;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535550;0.034;4.732;1.622;1.789;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535560;0.034;4.386;1.420;1.568;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535570;0.034;4.445;1.468;1.643;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535580;0.034;4.665;1.586;1.762;31.1;31.6;31.6;31.3;0.89;12.46;12.52;12.56;
39535590;0.034;4.523;1.512;1.656;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535600;0.033;4.558;1.568;1.724;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535610;0.034;5.044;1.781;1.965;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535620;0.034;4.775;1.659;1.830;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535630;0.033;4.527;1.532;1.696;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535640;0.034;4.519;1.540;1.688;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535650;0.034;4.629;1.572;1.708;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535660;0.034;4.633;1.587;1.728;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535670;0.034;4.692;1.584;1.712;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535680;0.034;4.380;1.418;1.581;31.1;31.6;31.5;31.3;0.88;12.51;12.53;12.57;
39535690;0.034;4.542;1.462;1.621;31.1;31.6;31.6;31.3;0.89;12.52;12.57;12.57;
39535700;0.034;4.526;1.502;1.680;31.1;31.6;31.6;31.3;0.89;12.52;12.57;12.57;
39535710;0.034;4.471;1.470;1.637;31.1;31.6;31.6;31.3;0.89;12.52;12.57;12.57;
39535720;0.034;4.771;1.668;1.854;31.1;31.6;31.6;31.3;0.89;12.52;12.57;12.57;
