20160112_180507;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
65107470;1.594;2.513;1.520;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107480;1.618;2.540;1.520;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107490;1.563;2.447;1.489;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107500;2.087;3.580;1.966;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107510;1.717;2.693;1.547;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107520;1.760;2.747;1.610;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107530;1.496;2.228;1.379;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107540;1.531;2.447;1.477;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107550;1.563;2.544;1.477;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107560;1.705;2.872;1.657;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.44;0.00;
65107570;1.661;2.684;1.596;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107580;1.740;2.809;1.635;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107590;1.571;2.453;1.474;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107600;1.610;2.543;1.486;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107610;1.713;2.758;1.607;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107620;1.720;2.801;1.627;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107630;1.689;2.601;1.529;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107640;1.630;2.515;1.463;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107650;1.512;2.355;1.416;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107660;1.661;2.719;1.580;0.000;31.1;31.1;31.1;31.1;12.51;12.48;12.45;0.00;
65107670;1.694;2.837;1.575;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107680;1.556;2.409;1.454;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107690;1.777;2.954;1.699;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107700;1.619;2.545;1.512;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107710;1.588;2.491;1.501;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107720;1.588;2.506;1.470;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107730;1.765;2.915;1.637;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107740;1.714;2.701;1.586;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107750;1.824;2.919;1.649;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107760;1.549;2.281;1.372;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.41;0.00;
65107770;1.826;3.049;1.745;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107780;1.744;3.076;1.734;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107790;1.594;2.546;1.470;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107800;1.795;2.978;1.703;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107810;1.752;2.854;1.648;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107820;1.661;2.713;1.598;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107830;1.763;2.908;1.668;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107840;1.661;2.667;1.563;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107850;1.787;2.904;1.672;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107860;1.818;2.935;1.644;0.000;31.1;31.1;31.1;31.1;12.48;12.42;12.35;0.00;
65107870;1.497;2.234;1.364;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107880;1.576;2.468;1.458;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107890;1.592;2.511;1.493;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107900;1.529;2.526;1.485;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107910;1.533;2.398;1.434;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107920;1.619;2.557;1.489;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107930;1.572;2.421;1.465;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107940;1.816;3.017;1.727;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107950;1.611;2.542;1.508;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107960;1.608;2.499;1.485;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.44;0.00;
65107970;1.772;2.807;1.600;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65107980;1.689;2.651;1.557;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65107990;1.504;2.238;1.361;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65108000;1.823;2.939;1.682;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65108010;1.693;2.686;1.603;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65108020;1.748;2.861;1.627;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65108030;1.602;2.561;1.510;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65108040;1.610;2.538;1.494;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65108050;1.669;2.674;1.568;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65108060;1.768;2.854;1.658;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.45;0.00;
65108070;1.770;2.917;1.720;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.50;0.00;
65108080;1.916;3.196;1.803;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.50;0.00;
65108090;1.710;2.702;1.571;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.50;0.00;
65108100;1.600;2.427;1.449;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.50;0.00;
65108110;1.608;2.423;1.484;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.50;0.00;
65108120;1.483;2.286;1.369;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108130;1.609;2.669;1.557;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108140;1.637;2.595;1.557;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108150;1.609;2.528;1.521;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108160;1.577;2.431;1.463;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108170;1.613;2.587;1.514;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108180;1.554;2.423;1.467;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108190;1.893;3.141;1.803;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108200;1.822;2.961;1.697;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108210;1.723;2.739;1.600;0.000;31.1;31.1;31.1;31.1;12.53;12.43;12.45;0.00;
65108220;1.507;2.263;1.369;0.000;31.1;31.1;31.1;31.1;12.50;12.47;12.45;0.00;
