20160112_182021;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
66021005;1.706;2.712;1.613;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021015;1.568;2.482;1.519;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021025;1.596;2.482;1.449;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021035;1.690;2.665;1.550;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021045;1.639;2.501;1.511;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021055;1.667;2.728;1.589;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021065;1.745;2.966;1.671;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021075;1.627;2.665;1.538;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021085;1.572;2.454;1.491;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021095;1.749;2.943;1.691;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
66021105;1.549;2.417;1.447;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.42;0.00;
66021115;1.824;3.030;1.748;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.42;0.00;
66021125;1.623;2.605;1.533;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.42;0.00;
66021135;1.615;2.546;1.506;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.42;0.00;
66021145;1.580;2.476;1.455;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.42;0.00;
66021155;1.608;2.442;1.483;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021165;1.517;2.240;1.390;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021175;1.655;2.649;1.550;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021185;1.639;2.758;1.593;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021195;1.674;2.755;1.597;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021205;1.541;2.458;1.436;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021215;1.596;2.536;1.511;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021225;1.702;2.758;1.593;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021235;1.745;2.868;1.675;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021245;1.584;2.485;1.503;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
66021255;1.659;2.585;1.507;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021265;1.556;2.335;1.406;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021275;1.537;2.292;1.398;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021285;1.576;2.417;1.437;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021295;1.572;2.518;1.484;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021305;1.753;2.893;1.655;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021315;1.859;3.115;1.725;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021325;1.608;2.557;1.531;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021335;1.564;2.425;1.468;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021345;1.788;2.971;1.702;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.40;0.00;
66021355;1.577;2.423;1.496;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021365;1.844;3.115;1.767;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021375;1.644;2.544;1.516;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021385;1.566;2.400;1.442;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021395;1.526;2.271;1.395;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021405;1.530;2.318;1.414;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021415;1.672;2.876;1.634;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021425;1.742;2.912;1.692;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021435;1.581;2.540;1.528;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021445;1.581;2.513;1.493;0.000;31.1;31.1;31.1;31.1;12.47;12.45;12.47;0.00;
66021455;1.550;2.449;1.450;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021465;1.613;2.542;1.501;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021475;1.719;2.765;1.637;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021485;1.759;2.859;1.625;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021495;1.605;2.441;1.442;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021505;1.605;2.433;1.438;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021515;1.518;2.296;1.368;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021525;1.506;2.308;1.423;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021535;1.786;3.047;1.746;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021545;1.715;2.750;1.583;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.41;0.00;
66021555;1.748;2.876;1.648;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021565;1.650;2.560;1.523;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021575;1.622;2.552;1.534;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021585;1.567;2.458;1.476;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021595;2.055;3.541;1.961;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021605;1.799;2.982;1.695;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021615;1.831;2.915;1.648;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021625;1.528;2.286;1.382;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021635;1.465;2.251;1.386;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021645;1.539;2.400;1.436;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
66021655;1.564;2.526;1.486;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021665;1.718;2.829;1.627;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021675;1.749;2.763;1.599;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021685;1.576;2.464;1.471;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021695;1.604;2.491;1.467;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021705;1.844;2.958;1.693;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021715;1.604;2.541;1.494;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021725;1.757;2.748;1.580;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021735;1.742;2.720;1.525;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021745;1.525;2.253;1.358;0.000;31.1;31.1;31.1;31.1;12.52;12.40;12.42;0.00;
66021755;1.522;2.388;1.438;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00;
66021765;1.711;2.826;1.661;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00;
66021775;1.888;3.259;1.817;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00;
66021785;1.857;3.189;1.821;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00;
66021795;1.640;2.587;1.540;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00;
66021805;1.768;2.899;1.683;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021815;1.618;2.556;1.538;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021825;1.634;2.536;1.511;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021835;1.587;2.489;1.495;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021845;1.905;3.102;1.730;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021855;1.528;2.310;1.398;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021865;1.693;2.618;1.570;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021875;1.488;2.240;1.398;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021885;1.693;2.821;1.652;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021895;1.594;2.614;1.531;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00;
66021905;1.617;2.529;1.517;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021915;1.672;2.685;1.557;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021925;1.743;2.857;1.611;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021935;1.577;2.478;1.443;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021945;1.629;2.544;1.494;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021955;1.601;2.517;1.467;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021965;1.581;2.388;1.420;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021975;1.629;2.486;1.451;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021985;1.629;2.478;1.490;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66021995;1.479;2.407;1.463;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.45;0.00;
66022005;1.754;2.883;1.663;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022015;1.679;2.700;1.581;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022025;1.542;2.448;1.437;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022035;1.765;2.968;1.706;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022045;1.605;2.553;1.484;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022055;1.801;2.980;1.710;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022065;1.589;2.510;1.507;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022075;1.617;2.580;1.519;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022085;1.562;2.386;1.457;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022095;1.730;2.731;1.570;0.000;31.1;31.1;31.1;31.1;12.44;12.38;12.40;0.00;
66022105;1.487;2.327;1.405;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
66022115;1.660;2.718;1.593;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
66022125;1.696;2.863;1.640;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
66022135;1.751;2.844;1.601;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
66022145;1.644;2.683;1.515;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
66022155;1.589;2.460;1.440;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
66022165;1.680;2.742;1.577;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
66022175;1.747;2.859;1.628;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
66022185;1.617;2.535;1.515;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.46;0.00;
