20160122_151901;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
55140878;1.500;2.316;1.426;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140888;1.484;2.316;1.375;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140898;1.287;1.941;1.231;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140908;1.476;2.401;1.418;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140918;1.429;2.339;1.395;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140928;1.654;2.667;1.501;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140938;1.437;2.140;1.313;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140948;1.697;2.764;1.575;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140958;1.366;1.961;1.250;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140968;1.381;2.015;1.247;0.000;31.1;31.1;31.1;31.1;12.54;12.42;12.44;0.00;
55140978;1.526;2.370;1.410;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55140988;1.340;2.041;1.257;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55140998;1.336;1.943;1.217;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55141008;1.301;1.864;1.194;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55141018;1.376;2.174;1.347;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55141028;1.376;2.241;1.335;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55141038;1.475;2.304;1.351;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55141048;1.455;2.237;1.323;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55141058;1.407;2.100;1.268;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55141068;1.854;3.045;1.697;0.000;31.1;31.1;31.1;31.1;12.56;12.50;12.50;0.00;
55141078;1.773;2.932;1.656;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141088;1.345;1.973;1.212;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141098;1.349;1.985;1.251;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141108;1.349;1.997;1.255;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141118;1.341;1.938;1.227;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141128;1.587;2.563;1.479;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141138;1.337;2.193;1.357;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141148;1.598;2.693;1.534;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141158;1.765;2.964;1.632;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141168;1.488;2.319;1.349;0.000;31.1;31.1;31.1;31.1;12.57;12.52;12.52;0.00;
55141178;1.516;2.333;1.378;0.000;31.1;31.1;31.1;31.1;12.48;12.47;12.43;0.00;
55141188;1.834;3.053;1.722;0.000;31.1;31.1;31.1;31.1;12.48;12.47;12.43;0.00;
55141198;1.339;1.950;1.218;0.000;31.1;31.1;31.1;31.1;12.48;12.47;12.43;0.00;
55141208;1.312;1.930;1.175;0.000;31.1;31.1;31.1;31.1;12.48;12.47;12.43;0.00;
