20160122_152952;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
55792360;0.034;4.744;1.557;1.711;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792370;0.034;4.137;1.267;1.397;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792380;0.034;4.157;1.275;1.409;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792390;0.034;4.454;1.418;1.556;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792400;0.034;4.240;1.299;1.441;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792410;0.034;4.073;1.235;1.417;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792420;0.034;4.557;1.485;1.667;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792430;0.034;4.331;1.394;1.528;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792440;0.033;4.319;1.374;1.504;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792450;0.034;4.617;1.513;1.683;31.1;31.3;31.3;31.1;0.89;12.56;12.60;12.62;
55792460;0.033;4.216;1.318;1.438;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792470;0.034;4.680;1.545;1.716;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792480;0.034;4.446;1.394;1.541;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792490;0.034;4.165;1.274;1.418;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792500;0.034;4.744;1.525;1.680;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792510;0.034;4.180;1.290;1.422;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792520;0.034;4.109;1.258;1.398;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792530;0.034;4.442;1.409;1.557;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792540;0.034;4.149;1.278;1.454;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792550;0.034;4.268;1.366;1.522;31.1;31.3;31.3;31.2;0.88;12.56;12.63;12.63;
55792560;0.033;4.482;1.442;1.580;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792570;0.034;4.236;1.335;1.474;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792580;0.033;4.275;1.375;1.517;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792590;0.034;4.665;1.528;1.686;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792600;0.034;4.286;1.371;1.501;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792610;0.033;4.458;1.426;1.572;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792620;0.033;4.060;1.253;1.403;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792630;0.034;4.048;1.225;1.387;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792640;0.034;4.493;1.465;1.619;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792650;0.034;4.036;1.217;1.375;31.1;31.3;31.3;31.1;0.88;12.38;12.50;12.53;
55792660;0.038;4.169;1.285;1.453;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792670;0.038;4.510;1.467;1.635;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792680;0.038;4.351;1.408;1.540;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792690;0.038;4.319;1.336;1.508;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792700;0.038;4.454;1.408;1.572;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792710;0.038;4.656;1.519;1.655;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792720;0.038;4.708;1.550;1.747;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792730;0.038;4.414;1.388;1.512;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792740;0.038;4.176;1.281;1.417;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
55792750;0.038;4.434;1.416;1.544;31.1;31.3;31.3;31.2;0.94;12.56;12.58;12.62;
