20160122_152952;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
55792363;1.647;2.610;1.532;0.000;31.1;31.1;31.1;31.1;12.49;12.36;12.41;0.00;
55792373;1.293;1.932;1.224;0.000;31.1;31.1;31.1;31.1;12.49;12.36;12.41;0.00;
55792383;1.372;2.246;1.325;0.000;31.1;31.1;31.1;31.1;12.49;12.36;12.41;0.00;
55792393;1.572;2.545;1.462;0.000;31.1;31.1;31.1;31.1;12.49;12.36;12.41;0.00;
55792403;1.470;2.370;1.384;0.000;31.1;31.1;31.1;31.1;12.49;12.36;12.41;0.00;
55792413;1.393;2.047;1.244;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792423;1.518;2.343;1.389;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792433;1.396;2.039;1.256;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792443;1.385;1.973;1.202;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792453;1.636;2.643;1.549;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792463;1.294;1.914;1.190;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792473;1.613;2.569;1.490;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792483;1.471;2.253;1.358;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792493;1.448;2.401;1.397;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792503;1.573;2.600;1.486;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.42;0.00;
55792513;1.415;2.212;1.316;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
55792523;1.458;2.224;1.331;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
55792533;1.497;2.345;1.382;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
55792543;1.376;2.036;1.261;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
55792553;1.372;2.009;1.226;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.43;0.00;
55792563;1.390;2.062;1.252;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.42;0.00;
55792573;1.343;1.949;1.248;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.42;0.00;
