20160122_154804;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
56883976;1.381;2.031;1.247;0.000;31.1;31.1;31.1;31.1;12.54;12.49;12.48;0.00;
56883986;1.370;2.035;1.278;0.000;31.1;31.1;31.1;31.1;12.54;12.49;12.48;0.00;
56883996;1.358;1.957;1.243;0.000;31.1;31.1;31.1;31.1;12.54;12.49;12.48;0.00;
56884006;1.326;1.925;1.204;0.000;31.1;31.1;31.1;31.1;12.54;12.49;12.48;0.00;
56884016;1.591;2.490;1.466;0.000;31.1;31.1;31.1;31.1;12.54;12.49;12.48;0.00;
56884026;1.341;1.964;1.201;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884036;1.349;1.968;1.244;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884046;1.298;1.980;1.228;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884056;1.345;2.159;1.373;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884066;1.408;2.238;1.318;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884076;1.416;2.167;1.310;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884086;1.412;2.105;1.271;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884096;1.393;2.070;1.263;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884106;1.373;1.999;1.251;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884116;1.345;1.980;1.232;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.45;0.00;
56884126;1.317;1.898;1.215;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884136;1.576;2.452;1.461;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884146;1.321;1.909;1.219;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884156;1.305;1.859;1.184;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884166;1.285;2.031;1.247;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884176;1.376;2.206;1.329;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884186;1.474;2.355;1.352;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884196;1.419;2.167;1.329;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884206;1.407;2.074;1.270;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884216;1.411;2.113;1.278;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.44;0.00;
56884226;1.363;2.070;1.311;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884236;1.371;2.007;1.245;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884246;1.320;1.933;1.209;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884256;1.612;2.487;1.515;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884266;1.312;1.890;1.213;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884276;1.292;1.874;1.209;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884286;1.328;2.195;1.331;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884296;1.426;2.241;1.335;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884306;1.454;2.269;1.331;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884316;1.474;2.269;1.358;0.000;31.1;31.1;31.1;31.1;12.52;12.44;12.46;0.00;
56884326;1.380;1.988;1.241;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884336;1.596;2.514;1.483;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884346;1.344;1.976;1.276;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884356;1.340;1.976;1.233;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884366;1.474;2.234;1.362;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884376;1.309;1.895;1.190;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884386;1.301;1.856;1.194;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884396;1.289;1.965;1.268;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884406;1.348;2.152;1.343;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
56884416;1.427;2.269;1.350;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
