20160122_154804;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
56883960;1.832;0.000;0.000;4.249;31.1;31.1;63.0;31.1;12.50;0.19;0.00;5.15;
56883970;1.848;0.000;0.000;4.249;31.1;31.1;63.0;31.1;12.50;0.19;0.00;5.15;
56883980;1.840;0.000;0.000;4.256;31.1;31.1;63.0;31.1;12.50;0.19;0.00;5.15;
56883990;1.856;0.000;0.000;4.197;31.1;31.1;63.0;31.1;12.50;0.19;0.00;5.15;
56884000;1.825;0.000;0.000;4.274;31.1;31.1;63.0;31.1;12.50;0.19;0.00;5.15;
56884010;1.831;0.000;0.000;4.263;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884020;1.843;0.000;0.000;4.195;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884030;1.827;0.000;0.000;4.260;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884040;1.839;0.000;0.000;4.232;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884050;1.835;0.000;0.000;4.234;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884060;1.835;0.000;0.000;4.249;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884070;1.827;0.000;0.000;4.251;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884080;1.847;0.000;0.000;4.215;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884090;1.835;0.000;0.000;4.245;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884100;1.827;0.000;0.000;4.228;31.1;31.1;53.9;31.1;12.49;0.00;0.00;5.15;
56884110;1.853;0.000;0.000;4.228;31.1;31.1;54.2;31.1;12.53;0.00;0.00;5.15;
56884120;1.857;0.000;0.000;4.234;31.1;31.1;54.2;31.1;12.53;0.00;0.00;5.15;
56884130;1.865;0.000;0.000;4.217;31.1;31.1;54.2;31.1;12.53;0.00;0.00;5.15;
56884140;1.849;0.000;0.000;4.260;31.1;31.1;54.2;31.1;12.53;0.00;0.00;5.15;
