20160112_173241;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
63160764;1.736;0.000;0.000;5.027;31.1;31.1;64.4;31.1;12.49;0.00;0.00;5.14;
63160774;1.756;0.000;0.000;5.055;31.1;31.1;64.4;31.1;12.49;0.00;0.00;5.14;
63160784;1.760;0.000;0.000;4.922;31.1;31.1;64.4;31.1;12.49;0.00;0.00;5.14;
63160794;1.736;0.000;0.000;5.030;31.1;31.1;64.4;31.1;12.49;0.00;0.00;5.14;
63160804;1.736;0.000;0.000;5.030;31.1;31.1;64.4;31.1;12.49;0.00;0.00;5.14;
63160814;1.754;0.000;0.000;4.934;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160824;1.758;0.000;0.000;5.024;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160834;1.773;0.000;0.000;5.055;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160844;1.754;0.000;0.000;4.940;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160854;1.730;0.000;0.000;4.970;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160864;1.762;0.000;0.000;4.356;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160874;1.762;0.000;0.000;5.121;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160884;1.730;0.000;0.000;4.987;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160894;1.738;0.000;0.000;5.030;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160904;1.742;0.000;0.000;4.824;31.1;31.1;63.8;31.1;12.50;0.00;0.00;5.15;
63160914;1.733;0.000;0.000;4.884;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63160924;1.741;0.000;0.000;4.141;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63160934;1.729;0.000;0.000;3.383;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63160944;1.749;0.000;0.000;3.368;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63160954;1.764;0.000;0.000;3.226;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63160964;1.757;0.000;0.000;3.188;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63160974;1.749;0.000;0.000;3.183;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63160984;1.741;0.000;0.000;3.174;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63160994;1.753;0.000;0.000;3.172;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63161004;1.753;0.000;0.000;3.165;31.1;31.1;54.1;31.1;12.52;0.00;0.00;5.13;
63161014;1.746;0.000;0.000;3.185;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161024;1.758;0.000;0.000;3.168;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161034;1.738;0.000;0.000;3.181;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161044;1.746;0.000;0.000;3.178;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161054;1.738;0.000;0.000;3.182;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161064;1.774;0.000;0.000;3.191;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161074;1.754;0.000;0.000;3.184;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161084;1.766;0.000;0.000;3.176;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161094;1.742;0.000;0.000;3.184;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161104;1.758;0.000;0.000;3.175;31.1;31.1;63.6;31.1;12.53;0.00;0.00;5.14;
63161114;1.747;0.000;0.000;3.181;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161124;1.763;0.000;0.000;3.164;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161134;1.747;0.000;0.000;3.188;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161144;1.743;0.000;0.000;3.178;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161154;1.771;0.000;0.000;3.171;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161164;1.763;0.000;0.000;3.178;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161174;1.743;0.000;0.000;3.164;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161184;1.771;0.000;0.000;3.179;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161194;1.743;0.000;0.000;3.179;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161204;1.767;0.000;0.000;3.182;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.14;
63161214;1.757;0.000;0.000;3.178;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161224;1.753;0.000;0.000;3.178;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161234;1.745;0.000;0.000;3.178;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161244;1.773;0.000;0.000;3.177;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161254;1.734;0.000;0.000;3.189;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161264;1.749;0.000;0.000;3.174;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161274;1.777;0.000;0.000;3.178;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161284;1.757;0.000;0.000;3.177;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161294;1.761;0.000;0.000;3.183;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161304;1.773;0.000;0.000;3.180;31.1;31.1;63.6;31.1;12.58;0.00;0.00;5.15;
63161314;1.731;0.000;0.000;3.185;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.16;
63161324;1.743;0.000;0.000;3.191;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.16;
63161334;1.739;0.000;0.000;3.182;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.16;
63161344;1.728;0.000;0.000;3.190;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.16;
63161354;1.755;0.000;0.000;3.172;31.1;31.1;54.1;31.1;12.51;0.00;0.00;5.16;
63161364;1.746;0.000;0.000;3.168;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161374;1.750;0.000;0.000;3.166;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161384;1.758;0.000;0.000;3.168;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161394;1.742;0.000;0.000;3.169;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161404;2.565;0.000;0.000;3.148;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161414;3.551;0.000;0.000;3.014;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161424;3.957;0.000;0.000;3.082;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161434;1.797;0.000;0.000;3.086;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161444;1.789;0.000;0.000;3.088;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161454;1.797;0.000;0.000;3.078;31.1;31.1;54.5;31.1;12.50;0.00;0.00;5.13;
63161464;1.775;0.000;0.000;3.102;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161474;1.791;0.000;0.000;3.085;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161484;1.795;0.000;0.000;3.087;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161494;1.767;0.000;0.000;3.091;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161504;1.791;0.000;0.000;3.091;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161514;1.791;0.000;0.000;3.083;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161524;1.779;0.000;0.000;3.096;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161534;1.783;0.000;0.000;3.099;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161544;1.795;0.000;0.000;3.082;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161554;1.799;0.000;0.000;3.094;31.1;31.1;54.8;31.1;12.51;0.00;0.00;5.14;
63161564;1.791;0.000;0.000;3.114;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161574;1.802;0.000;0.000;3.095;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161584;1.763;0.000;0.000;3.104;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161594;1.791;0.000;0.000;3.107;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161604;1.791;0.000;0.000;3.097;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161614;1.775;0.000;0.000;3.097;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161624;1.763;0.000;0.000;3.101;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161634;1.806;0.000;0.000;3.107;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161644;1.771;0.000;0.000;3.103;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161654;1.771;0.000;0.000;3.100;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.16;
63161664;1.805;0.000;0.000;3.093;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161674;1.778;0.000;0.000;3.092;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161684;1.801;0.000;0.000;3.096;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161694;1.805;0.000;0.000;3.084;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161704;1.786;0.000;0.000;3.084;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161714;1.778;0.000;0.000;3.093;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161724;1.786;0.000;0.000;3.096;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161734;1.782;0.000;0.000;3.093;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161744;1.798;0.000;0.000;3.082;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161754;1.766;0.000;0.000;3.090;31.1;31.1;55.3;31.1;12.53;0.00;0.00;5.15;
63161764;1.780;0.000;0.000;3.096;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161774;1.772;0.000;0.000;3.088;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161784;1.784;0.000;0.000;3.096;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161794;1.776;0.000;0.000;3.095;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161804;1.776;0.000;0.000;3.093;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161814;1.784;0.000;0.000;3.101;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161824;1.776;0.000;0.000;3.098;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161834;1.784;0.000;0.000;3.088;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161844;1.788;0.000;0.000;3.088;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161854;1.760;0.000;0.000;3.104;31.1;31.1;55.5;31.1;12.49;0.00;0.00;5.15;
63161864;1.790;0.000;0.000;3.085;31.1;31.1;65.4;31.1;12.45;0.18;0.00;5.15;
63161874;1.770;0.000;0.000;3.096;31.1;31.1;65.4;31.1;12.45;0.18;0.00;5.15;
63161884;1.762;0.000;0.000;3.098;31.1;31.1;65.4;31.1;12.45;0.18;0.00;5.15;
