20160112_173241;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
63160757;3.033;5.589;2.918;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160767;3.060;5.628;2.954;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160777;2.942;5.413;2.832;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160787;3.072;5.679;2.915;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160797;2.781;5.026;2.656;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160807;3.001;5.499;2.965;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160817;2.935;5.378;2.809;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160827;3.068;5.733;2.997;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160837;2.852;5.272;2.719;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160847;2.761;5.057;2.636;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.47;0.00;
63160857;3.164;5.799;3.025;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160867;3.128;5.662;2.966;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160877;2.959;5.368;2.821;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160887;2.919;5.333;2.782;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160897;2.824;5.223;2.751;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160907;2.646;4.800;2.511;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160917;2.346;4.058;2.166;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160927;1.560;2.380;1.409;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160937;1.584;2.451;1.471;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160947;1.627;2.564;1.526;0.000;31.1;31.1;31.1;31.1;12.55;12.49;12.49;0.00;
63160957;1.737;2.926;1.632;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63160967;1.627;2.591;1.527;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63160977;1.651;2.680;1.519;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63160987;1.627;2.548;1.550;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63160997;1.820;3.024;1.710;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63161007;1.608;2.497;1.499;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63161017;1.867;3.133;1.765;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63161027;1.611;2.497;1.476;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63161037;1.910;3.098;1.777;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63161047;1.513;2.247;1.397;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.46;0.00;
63161057;1.520;2.353;1.396;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161067;1.551;2.528;1.498;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161077;1.708;2.801;1.623;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161087;1.551;2.450;1.467;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161097;1.630;2.590;1.553;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161107;1.567;2.458;1.490;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161117;1.591;2.524;1.541;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161127;1.720;2.781;1.627;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161137;1.807;2.937;1.666;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161147;1.610;2.512;1.482;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.45;0.00;
63161157;1.777;2.827;1.613;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.43;0.00;
63161167;1.494;2.320;1.398;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.43;0.00;
63161177;1.505;2.343;1.394;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.43;0.00;
63161187;1.627;2.690;1.589;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.43;0.00;
63161197;1.643;2.667;1.566;0.000;31.1;31.1;31.1;31.1;12.49;12.44;12.43;0.00;
63161207;1.820;3.036;1.675;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161217;1.623;2.584;1.527;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161227;1.635;2.592;1.527;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161237;1.568;2.432;1.484;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161247;1.851;3.106;1.757;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161257;1.615;2.557;1.534;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161267;2.048;3.351;1.827;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161277;1.702;2.635;1.570;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161287;1.497;2.277;1.347;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161297;1.525;2.440;1.468;0.000;31.1;31.1;31.1;31.1;12.49;12.40;12.43;0.00;
63161307;1.550;2.456;1.497;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161317;1.629;2.663;1.536;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161327;1.731;2.808;1.590;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161337;1.570;2.452;1.422;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161347;1.632;2.566;1.501;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161357;1.577;2.499;1.469;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161367;1.782;2.890;1.629;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161377;1.747;2.819;1.555;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161387;1.896;3.069;1.712;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161397;1.668;2.644;1.540;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00;
63161407;1.516;2.366;1.439;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161417;1.527;2.425;1.470;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161427;1.563;2.449;1.447;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161437;1.717;2.863;1.678;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161447;1.689;2.695;1.592;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161457;1.851;3.078;1.729;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161467;1.622;2.570;1.482;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161477;1.606;2.527;1.517;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161487;1.579;2.468;1.439;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161497;1.863;3.016;1.658;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
63161507;1.998;3.314;1.827;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161517;1.690;2.626;1.570;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161527;1.501;2.341;1.363;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161537;1.541;2.525;1.484;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161547;1.600;2.595;1.488;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161557;1.568;2.462;1.464;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161567;1.686;2.704;1.585;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161577;1.761;2.869;1.663;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161587;1.564;2.450;1.488;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161597;1.612;2.529;1.527;0.000;31.1;31.1;31.1;31.1;12.52;12.45;12.43;0.00;
63161607;1.605;2.524;1.498;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161617;1.589;2.438;1.440;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161627;1.981;3.193;1.809;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161637;1.573;2.407;1.459;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161647;1.675;2.757;1.603;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161657;1.695;2.726;1.537;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161667;1.573;2.551;1.471;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161677;1.601;2.582;1.545;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161687;1.750;2.909;1.654;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161697;1.667;2.710;1.572;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.36;0.00;
63161707;1.817;3.089;1.728;0.000;31.1;31.1;31.1;31.1;12.47;12.44;12.42;0.00;
63161717;1.621;2.558;1.533;0.000;31.1;31.1;31.1;31.1;12.47;12.44;12.42;0.00;
63161727;1.628;2.491;1.451;0.000;31.1;31.1;31.1;31.1;12.47;12.44;12.42;0.00;
63161737;1.691;2.632;1.553;0.000;31.1;31.1;31.1;31.1;12.47;12.44;12.42;0.00;
63161747;1.942;3.171;1.810;0.000;31.1;31.1;31.1;31.1;12.47;12.44;12.42;0.00;
