20160112_173241;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
63160788;0.032;7.165;2.787;2.966;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160798;0.033;7.280;2.866;3.061;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160808;0.032;7.419;2.953;3.189;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160818;0.033;7.280;2.850;3.038;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160828;0.033;7.561;3.044;3.244;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160838;0.033;7.343;2.838;3.069;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160848;0.033;6.844;2.609;2.783;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160858;0.033;7.664;3.155;3.391;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160868;0.033;7.577;3.044;3.213;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160878;0.032;7.601;3.024;3.224;31.1;31.1;31.1;31.1;0.89;12.55;12.56;12.64;
63160888;0.032;7.395;2.933;3.124;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160898;0.032;6.924;2.619;2.779;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160908;0.032;6.694;2.524;2.715;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160918;0.032;5.780;2.099;2.298;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160928;0.031;4.779;1.663;1.786;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160938;0.032;4.566;1.544;1.659;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160948;0.032;4.704;1.619;1.747;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160958;0.032;4.657;1.548;1.691;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160968;0.032;4.423;1.393;1.604;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
63160978;0.031;4.502;1.445;1.604;31.1;31.1;31.1;31.1;0.88;12.53;12.59;12.62;
