20160113_110653;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
40013410;0.034;4.412;1.457;1.633;31.1;31.7;31.6;31.2;0.89;12.51;12.53;12.57;
40013420;0.034;4.511;1.528;1.672;31.1;31.7;31.6;31.2;0.89;12.51;12.53;12.57;
40013430;0.034;4.534;1.568;1.720;31.1;31.7;31.6;31.2;0.89;12.51;12.53;12.57;
40013440;0.034;4.728;1.647;1.807;31.1;31.7;31.6;31.2;0.89;12.51;12.53;12.57;
40013450;0.034;4.495;1.532;1.664;31.1;31.7;31.6;31.2;0.89;12.51;12.53;12.57;
40013460;0.034;4.783;1.680;1.789;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013470;0.034;4.557;1.561;1.718;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013480;0.034;4.839;1.660;1.813;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013490;0.034;4.708;1.648;1.769;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013500;0.034;4.787;1.636;1.777;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013510;0.034;4.636;1.624;1.757;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013520;0.034;4.545;1.529;1.686;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013530;0.034;4.441;1.469;1.670;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013540;0.034;4.417;1.481;1.630;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013550;0.034;4.751;1.688;1.853;31.1;31.6;31.6;31.3;0.88;12.59;12.63;12.64;
40013560;0.034;4.443;1.495;1.690;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013570;0.033;4.799;1.721;1.896;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013580;0.033;4.605;1.566;1.729;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013590;0.034;4.546;1.562;1.725;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013600;0.034;4.680;1.626;1.801;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013610;0.034;4.597;1.566;1.705;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013620;0.034;4.463;1.479;1.626;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013630;0.034;4.831;1.697;1.836;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013640;0.034;4.356;1.424;1.547;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013650;0.034;4.348;1.452;1.626;31.1;31.6;31.6;31.3;0.88;12.53;12.55;12.61;
40013660;0.038;4.383;1.452;1.620;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013670;0.038;4.510;1.524;1.667;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013680;0.038;4.494;1.544;1.723;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013690;0.038;4.787;1.691;1.842;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013700;0.037;4.486;1.508;1.647;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013710;0.038;4.934;1.766;1.913;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013720;0.038;4.510;1.548;1.707;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013730;0.038;4.645;1.587;1.770;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013740;0.038;4.708;1.651;1.802;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013750;0.038;4.728;1.623;1.762;31.1;31.6;31.6;31.2;0.94;12.54;12.59;12.62;
40013760;0.034;4.641;1.616;1.756;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013770;0.034;4.561;1.529;1.684;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013780;0.034;4.450;1.482;1.680;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013790;0.034;4.407;1.474;1.629;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013800;0.034;4.720;1.680;1.827;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013810;0.034;4.446;1.502;1.633;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013820;0.034;4.803;1.747;1.906;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013830;0.033;4.910;1.735;1.867;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013840;0.034;4.518;1.545;1.668;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013850;0.034;4.454;1.510;1.688;31.1;31.6;31.6;31.3;0.88;12.55;12.57;12.60;
40013860;0.034;4.570;1.577;1.712;31.1;31.6;31.6;31.3;0.88;12.52;12.57;12.60;
40013870;0.034;4.491;1.533;1.660;31.1;31.6;31.6;31.3;0.88;12.52;12.57;12.60;
