20160113_110653;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
40013395;1.762;0.000;0.000;3.068;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013405;1.754;0.000;0.000;3.073;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013415;1.754;0.000;0.000;3.087;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013425;1.774;0.000;0.000;3.080;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013435;1.742;0.000;0.000;3.071;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013445;1.758;0.000;0.000;3.079;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013455;1.766;0.000;0.000;3.083;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013465;1.766;0.000;0.000;3.079;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013475;1.762;0.000;0.000;3.080;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013485;1.766;0.000;0.000;3.079;31.1;31.1;54.6;31.1;12.45;0.00;0.00;5.14;
40013495;1.752;0.000;0.000;3.071;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013505;1.792;0.000;0.000;3.083;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013515;1.784;0.000;0.000;3.088;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013525;1.780;0.000;0.000;3.082;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013535;1.768;0.000;0.000;3.080;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013545;1.768;0.000;0.000;3.076;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013555;1.756;0.000;0.000;3.076;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013565;1.760;0.000;0.000;3.074;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013575;1.792;0.000;0.000;3.073;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013585;1.756;0.000;0.000;3.082;31.1;31.1;54.9;31.1;12.49;0.00;0.00;5.14;
40013595;1.761;0.000;0.000;3.055;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013605;1.773;0.000;0.000;3.067;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013615;1.765;0.000;0.000;3.057;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013625;1.777;0.000;0.000;3.058;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013635;1.785;0.000;0.000;3.063;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013645;1.781;0.000;0.000;3.066;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013655;1.769;0.000;0.000;3.066;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013665;1.769;0.000;0.000;3.067;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013675;1.757;0.000;0.000;3.073;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013685;1.761;0.000;0.000;3.067;31.1;31.1;64.5;31.1;12.47;0.00;0.00;5.12;
40013695;1.777;0.000;0.000;3.068;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013705;1.773;0.000;0.000;3.053;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013715;1.777;0.000;0.000;3.061;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013725;1.785;0.000;0.000;3.064;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013735;1.785;0.000;0.000;3.059;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013745;1.781;0.000;0.000;3.062;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013755;1.777;0.000;0.000;3.059;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013765;1.789;0.000;0.000;3.050;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013775;1.773;0.000;0.000;3.058;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013785;1.773;0.000;0.000;3.059;31.1;31.1;54.8;31.1;12.55;0.00;0.00;5.11;
40013795;1.781;0.000;0.000;3.077;31.1;31.1;55.0;31.1;12.47;0.00;0.00;5.12;
40013805;1.757;0.000;0.000;3.066;31.1;31.1;55.0;31.1;12.47;0.00;0.00;5.12;
40013815;1.773;0.000;0.000;3.069;31.1;31.1;55.0;31.1;12.47;0.00;0.00;5.12;
40013825;1.753;0.000;0.000;3.066;31.1;31.1;55.0;31.1;12.47;0.00;0.00;5.12;
40013835;1.761;0.000;0.000;3.064;31.1;31.1;55.0;31.1;12.47;0.00;0.00;5.12;
40013845;1.777;0.000;0.000;3.083;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013855;1.777;0.000;0.000;3.079;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013865;1.742;0.000;0.000;3.074;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013875;1.773;0.000;0.000;3.070;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013885;1.777;0.000;0.000;3.079;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013895;1.777;0.000;0.000;3.073;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013905;1.777;0.000;0.000;3.085;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013915;1.781;0.000;0.000;3.087;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013925;1.766;0.000;0.000;3.077;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013935;1.746;0.000;0.000;3.090;31.1;31.1;55.2;31.1;12.50;0.00;0.00;5.14;
40013945;1.780;0.000;0.000;3.068;31.1;31.1;55.6;31.1;12.49;0.00;0.00;5.14;
40013955;1.772;0.000;0.000;3.083;31.1;31.1;55.6;31.1;12.49;0.00;0.00;5.14;
40013965;1.768;0.000;0.000;3.077;31.1;31.1;55.6;31.1;12.49;0.00;0.00;5.14;
