20160113_104651;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
38811334;1.596;2.511;1.464;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811344;1.679;2.608;1.491;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811354;1.757;2.748;1.609;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811364;1.663;2.713;1.558;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811374;1.513;2.355;1.402;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811384;1.568;2.573;1.488;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811394;1.529;2.425;1.441;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811404;1.753;2.943;1.663;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811414;1.635;2.553;1.511;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811424;1.619;2.561;1.527;0.000;31.1;31.1;31.1;31.1;12.52;12.42;12.43;0.00;
38811434;1.614;2.589;1.498;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
38811444;1.654;2.652;1.521;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
38811454;1.598;2.449;1.439;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
38811464;1.756;2.793;1.596;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
38811474;1.626;2.519;1.482;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.45;0.00;
38811484;1.748;2.896;1.664;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811494;1.547;2.493;1.436;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811504;1.598;2.599;1.491;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811514;1.626;2.669;1.546;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811524;1.748;2.853;1.652;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811534;1.697;2.900;1.628;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811544;1.787;2.908;1.664;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811554;1.606;2.607;1.534;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811564;1.622;2.544;1.464;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811574;1.681;2.646;1.511;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.46;0.00;
38811584;1.517;2.314;1.386;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.43;0.00;
