20160113_104650;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
38810562;0.039;4.815;1.728;1.893;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810572;0.039;4.978;1.804;1.985;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810582;0.039;4.513;1.573;1.722;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810592;0.039;4.441;1.501;1.666;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810602;0.039;4.946;1.824;1.981;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810612;0.039;4.417;1.497;1.630;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810622;0.038;5.749;2.269;2.439;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810632;0.039;5.260;1.915;2.057;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810642;0.039;4.398;1.457;1.638;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810652;0.039;4.465;1.541;1.742;31.1;31.5;31.4;31.3;0.95;12.59;12.63;12.67;
38810662;0.034;4.392;1.452;1.622;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810672;0.034;4.515;1.566;1.737;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810682;0.034;4.866;1.796;1.954;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810692;0.034;4.653;1.618;1.752;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810702;0.034;4.475;1.531;1.677;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810712;0.034;4.839;1.725;1.890;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810722;0.034;4.467;1.539;1.693;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810732;0.034;4.661;1.653;1.756;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810742;0.033;4.669;1.618;1.744;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810752;0.034;4.325;1.424;1.571;31.1;31.5;31.5;31.3;0.88;12.51;12.55;12.55;
38810762;0.034;4.440;1.485;1.653;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810772;0.034;4.436;1.520;1.697;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810782;0.034;4.381;1.481;1.649;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810792;0.034;4.708;1.678;1.844;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810802;0.034;4.764;1.694;1.888;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810812;0.034;4.886;1.770;1.943;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810822;0.034;4.507;1.528;1.716;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810832;0.034;4.507;1.548;1.708;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810842;0.033;4.409;1.524;1.685;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810852;0.034;4.941;1.817;1.983;31.1;31.5;31.5;31.3;0.88;12.49;12.56;12.66;
38810862;0.034;4.411;1.466;1.600;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810872;0.034;4.767;1.680;1.802;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810882;0.034;4.301;1.430;1.580;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810892;0.034;4.392;1.454;1.620;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810902;0.034;4.439;1.510;1.671;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810912;0.034;4.475;1.529;1.703;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810922;0.034;4.910;1.795;1.980;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810932;0.034;4.748;1.668;1.837;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810942;0.034;4.443;1.517;1.687;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810952;0.034;4.439;1.521;1.687;31.1;31.5;31.5;31.3;0.89;12.53;12.57;12.59;
38810962;0.037;4.898;1.747;1.928;31.1;31.5;31.5;31.3;0.93;12.53;12.57;12.59;
38810972;0.037;4.463;1.545;1.683;31.1;31.5;31.5;31.3;0.93;12.53;12.57;12.59;
38810982;0.037;4.589;1.597;1.715;31.1;31.5;31.5;31.3;0.93;12.53;12.57;12.59;
38810992;0.037;4.684;1.601;1.734;31.1;31.5;31.5;31.3;0.93;12.53;12.57;12.59;
38811002;0.037;4.320;1.438;1.568;31.1;31.5;31.5;31.3;0.93;12.53;12.57;12.59;
38811012;0.034;4.470;1.512;1.651;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811022;0.034;4.419;1.504;1.671;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811032;0.034;4.411;1.496;1.659;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811042;0.034;5.112;1.906;2.064;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811052;0.034;4.589;1.559;1.719;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811062;0.034;4.803;1.707;1.893;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811072;0.034;4.522;1.548;1.715;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811082;0.034;4.462;1.532;1.683;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811092;0.034;4.446;1.532;1.699;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811102;0.034;4.886;1.802;1.945;31.1;31.4;31.5;31.3;0.89;12.55;12.62;12.62;
38811112;0.033;4.775;1.681;1.841;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811122;0.033;4.799;1.681;1.797;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811132;0.033;4.317;1.424;1.586;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811142;0.033;4.345;1.467;1.646;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811152;0.033;4.431;1.523;1.702;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811162;0.033;4.621;1.606;1.769;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811172;0.033;5.017;1.832;2.024;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811182;0.033;4.708;1.657;1.845;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811192;0.033;4.439;1.511;1.670;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811202;0.033;5.064;1.796;1.960;31.1;31.5;31.5;31.3;0.87;12.52;12.58;12.64;
38811212;0.034;4.490;1.562;1.726;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811222;0.034;4.502;1.574;1.722;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811232;0.034;4.676;1.670;1.797;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811242;0.034;4.728;1.626;1.761;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811252;0.034;4.351;1.439;1.582;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811262;0.034;4.470;1.467;1.634;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811272;0.034;4.656;1.610;1.797;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811282;0.034;4.629;1.594;1.749;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811292;0.034;4.688;1.646;1.845;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811302;0.034;4.557;1.546;1.714;31.1;31.5;31.5;31.3;0.88;12.55;12.61;12.64;
38811312;0.034;4.795;1.717;1.880;31.1;31.5;31.5;31.3;0.89;12.56;12.61;12.66;
38811322;0.034;4.553;1.558;1.724;31.1;31.5;31.5;31.3;0.89;12.56;12.61;12.66;
38811332;0.034;4.470;1.566;1.728;31.1;31.5;31.5;31.3;0.89;12.56;12.61;12.66;
38811342;0.034;4.454;1.538;1.689;31.1;31.5;31.5;31.3;0.89;12.56;12.61;12.66;
38811352;0.034;4.934;1.817;1.959;31.1;31.5;31.5;31.3;0.89;12.56;12.61;12.66;
38811362;0.034;5.013;1.829;1.967;31.1;31.5;31.5;31.3;0.89;12.56;12.61;12.66;
