20160121_141331;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
51211215;1.795;0.000;0.000;3.088;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211225;1.795;0.000;0.000;3.081;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211235;1.795;0.000;0.000;3.096;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211245;1.795;0.000;0.000;3.081;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211255;1.810;0.000;0.000;3.076;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211265;1.759;0.000;0.000;3.081;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211275;1.795;0.000;0.000;3.088;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211285;1.791;0.000;0.000;3.092;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211295;1.787;0.000;0.000;3.088;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211305;1.795;0.000;0.000;3.096;31.1;31.1;55.2;31.1;12.51;0.00;0.00;5.15;
51211315;1.818;0.000;0.000;3.108;31.1;31.1;64.8;31.1;12.51;0.18;0.00;5.17;
51211325;1.787;0.000;0.000;3.097;31.1;31.1;64.8;31.1;12.51;0.18;0.00;5.17;
51211335;1.810;0.000;0.000;3.094;31.1;31.1;64.8;31.1;12.51;0.18;0.00;5.17;
51211345;1.818;0.000;0.000;3.095;31.1;31.1;64.8;31.1;12.51;0.18;0.00;5.17;
51211355;1.779;0.000;0.000;3.098;31.1;31.1;64.8;31.1;12.51;0.18;0.00;5.17;
51211365;1.795;0.000;0.000;3.103;31.1;31.1;64.8;31.1;12.51;0.18;0.00;5.17;
51211375;1.783;0.000;0.000;3.106;31.1;31.1;64.8;31.1;12.51;0.18;0.00;5.17;
51211385;1.802;0.000;0.000;3.102;31.1;31.1;64.8;31.1;12.51;0.18;0.00;5.17;
