20160122_161858;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
58738314;1.743;0.000;0.000;3.234;31.1;31.1;55.4;31.1;12.51;0.00;0.00;5.16;
58738324;1.755;0.000;0.000;3.231;31.1;31.1;55.4;31.1;12.51;0.00;0.00;5.16;
58738334;1.759;0.000;0.000;3.238;31.1;31.1;55.4;31.1;12.51;0.00;0.00;5.16;
58738344;1.767;0.000;0.000;3.230;31.1;31.1;55.4;31.1;12.51;0.00;0.00;5.16;
58738354;1.747;0.000;0.000;3.241;31.1;31.1;55.4;31.1;12.51;0.00;0.00;5.16;
58738364;1.746;0.000;0.000;3.229;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738374;1.754;0.000;0.000;3.217;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738384;1.742;0.000;0.000;3.235;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738394;1.742;0.000;0.000;3.231;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738404;1.738;0.000;0.000;3.221;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738414;1.738;0.000;0.000;3.223;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738424;1.738;0.000;0.000;3.226;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738434;1.773;0.000;0.000;3.242;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738444;1.754;0.000;0.000;3.220;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738454;1.726;0.000;0.000;3.223;31.1;31.1;55.5;31.1;12.50;0.00;0.00;5.15;
58738464;1.754;0.000;0.000;3.218;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738474;1.750;0.000;0.000;3.215;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738484;1.734;0.000;0.000;3.219;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738494;1.758;0.000;0.000;3.221;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738504;1.742;0.000;0.000;3.225;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738514;1.758;0.000;0.000;3.221;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738524;1.777;0.000;0.000;3.224;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738534;1.742;0.000;0.000;3.221;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738544;1.746;0.000;0.000;3.218;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738554;1.726;0.000;0.000;3.228;31.1;31.1;65.7;31.1;12.50;0.00;0.00;5.14;
58738564;1.771;0.000;0.000;3.228;31.1;31.1;55.3;31.1;12.51;0.00;0.00;5.14;
58738574;1.747;0.000;0.000;3.232;31.1;31.1;55.3;31.1;12.51;0.00;0.00;5.14;
58738584;1.735;0.000;0.000;3.219;31.1;31.1;55.3;31.1;12.51;0.00;0.00;5.14;
58738594;1.771;0.000;0.000;3.215;31.1;31.1;55.3;31.1;12.51;0.00;0.00;5.14;
58738604;1.739;0.000;0.000;3.216;31.1;31.1;55.3;31.1;12.51;0.00;0.00;5.14;
58738614;1.736;0.000;0.000;3.217;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738624;1.748;0.000;0.000;3.223;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738634;1.744;0.000;0.000;3.229;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738644;1.748;0.000;0.000;3.228;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738654;1.763;0.000;0.000;3.228;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738664;1.767;0.000;0.000;3.237;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738674;1.752;0.000;0.000;3.232;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738684;1.759;0.000;0.000;3.220;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738694;1.736;0.000;0.000;3.229;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738704;1.744;0.000;0.000;3.231;31.1;31.1;65.2;31.1;12.54;0.00;0.00;5.15;
58738714;1.762;0.000;0.000;3.243;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738724;1.738;0.000;0.000;3.246;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738734;1.742;0.000;0.000;3.243;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738744;1.754;0.000;0.000;3.237;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738754;1.746;0.000;0.000;3.241;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738764;1.734;0.000;0.000;3.243;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738774;1.742;0.000;0.000;3.240;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738784;1.738;0.000;0.000;3.251;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738794;1.734;0.000;0.000;3.254;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738804;1.769;0.000;0.000;3.246;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.17;
58738814;1.753;0.000;0.000;3.249;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738824;1.733;0.000;0.000;3.235;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738834;1.761;0.000;0.000;3.227;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738844;1.780;0.000;0.000;3.244;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738854;1.737;0.000;0.000;3.230;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738864;1.753;0.000;0.000;3.243;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738874;1.749;0.000;0.000;3.238;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738884;1.745;0.000;0.000;3.252;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738894;1.757;0.000;0.000;3.234;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738904;1.757;0.000;0.000;3.240;31.1;31.1;65.0;31.1;12.52;0.00;0.00;5.17;
58738914;1.746;0.000;0.000;3.225;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58738924;1.758;0.000;0.000;3.218;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58738934;1.746;0.000;0.000;3.229;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58738944;1.738;0.000;0.000;3.235;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58738954;1.746;0.000;0.000;3.228;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58738964;1.742;0.000;0.000;3.231;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58738974;1.738;0.000;0.000;3.232;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58738984;1.742;0.000;0.000;3.226;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58738994;1.750;0.000;0.000;3.235;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58739004;1.750;0.000;0.000;3.237;31.1;31.1;64.5;31.1;12.53;0.00;0.00;5.15;
58739014;1.738;0.000;0.000;3.232;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739024;1.754;0.000;0.000;3.225;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739034;1.758;0.000;0.000;3.235;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739044;1.718;0.000;0.000;3.235;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739054;1.746;0.000;0.000;3.234;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739064;1.758;0.000;0.000;3.221;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739074;1.738;0.000;0.000;3.231;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739084;1.758;0.000;0.000;3.228;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739094;1.750;0.000;0.000;3.220;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739104;1.734;0.000;0.000;3.228;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.15;
58739114;1.744;0.000;0.000;3.223;31.1;31.1;64.3;31.1;12.49;0.00;0.00;5.15;
58739124;1.744;0.000;0.000;3.220;31.1;31.1;64.3;31.1;12.49;0.00;0.00;5.15;
58739134;1.740;0.000;0.000;3.220;31.1;31.1;64.3;31.1;12.49;0.00;0.00;5.15;
58739144;1.740;0.000;0.000;3.226;31.1;31.1;64.3;31.1;12.49;0.00;0.00;5.15;
58739154;1.744;0.000;0.000;3.225;31.1;31.1;64.3;31.1;12.49;0.00;0.00;5.15;
58739164;1.720;0.000;0.000;3.239;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739174;1.751;0.000;0.000;3.228;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739184;1.763;0.000;0.000;3.230;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739194;1.743;0.000;0.000;3.242;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739204;1.751;0.000;0.000;3.236;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739214;1.751;0.000;0.000;3.236;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739224;1.763;0.000;0.000;3.227;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739234;1.743;0.000;0.000;3.230;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739244;1.755;0.000;0.000;3.236;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739254;1.767;0.000;0.000;3.241;31.1;31.1;54.6;31.1;12.51;0.00;0.00;5.16;
58739264;1.756;0.000;0.000;3.235;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739274;1.748;0.000;0.000;3.237;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739284;1.763;0.000;0.000;3.226;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739294;1.756;0.000;0.000;3.232;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739304;1.748;0.000;0.000;3.232;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739314;1.756;0.000;0.000;3.220;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739324;1.724;0.000;0.000;3.228;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739334;1.744;0.000;0.000;3.226;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739344;1.767;0.000;0.000;3.231;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739354;1.748;0.000;0.000;3.218;31.1;31.1;64.4;31.1;12.54;0.00;0.00;5.15;
58739364;1.762;0.000;0.000;3.241;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739374;1.758;0.000;0.000;3.225;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739384;1.762;0.000;0.000;3.244;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739394;1.762;0.000;0.000;3.228;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739404;1.762;0.000;0.000;3.230;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739414;1.738;0.000;0.000;3.239;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739424;1.762;0.000;0.000;3.227;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739434;1.738;0.000;0.000;3.233;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739444;1.758;0.000;0.000;3.234;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739454;1.722;0.000;0.000;3.231;31.1;31.1;54.8;31.1;12.50;0.00;0.00;5.16;
58739464;1.762;0.000;0.000;3.238;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739474;1.750;0.000;0.000;3.234;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739484;1.726;0.000;0.000;3.241;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739494;1.750;0.000;0.000;3.236;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739504;1.742;0.000;0.000;3.236;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739514;1.746;0.000;0.000;3.231;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739524;1.766;0.000;0.000;3.228;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739534;1.750;0.000;0.000;3.244;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739544;1.762;0.000;0.000;3.234;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739554;1.746;0.000;0.000;3.244;31.1;31.1;64.7;31.1;12.50;0.00;0.00;5.16;
58739564;1.756;0.000;0.000;3.246;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739574;1.732;0.000;0.000;3.251;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739584;1.783;0.000;0.000;3.234;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739594;1.752;0.000;0.000;3.238;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739604;1.740;0.000;0.000;3.235;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739614;1.756;0.000;0.000;3.240;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739624;1.759;0.000;0.000;3.237;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739634;1.736;0.000;0.000;3.232;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739644;1.748;0.000;0.000;3.223;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739654;1.771;0.000;0.000;3.243;31.1;31.1;54.6;31.1;12.54;0.00;0.00;5.17;
58739664;1.746;0.000;0.000;3.225;31.1;31.1;55.0;31.1;12.53;0.00;0.00;5.16;
58739674;1.738;0.000;0.000;3.242;31.1;31.1;55.0;31.1;12.53;0.00;0.00;5.16;
58739684;1.758;0.000;0.000;3.236;31.1;31.1;55.0;31.1;12.53;0.00;0.00;5.16;
58739694;1.766;0.000;0.000;3.238;31.1;31.1;55.0;31.1;12.53;0.00;0.00;5.16;
58739704;1.730;0.000;0.000;3.236;31.1;31.1;55.0;31.1;12.53;0.00;0.00;5.16;
58739714;1.746;0.000;0.000;3.249;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739724;1.738;0.000;0.000;3.240;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739734;1.726;0.000;0.000;3.246;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739744;1.774;0.000;0.000;3.237;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739754;1.758;0.000;0.000;3.238;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739764;1.746;0.000;0.000;3.240;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739774;1.762;0.000;0.000;3.241;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739784;1.746;0.000;0.000;3.246;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739794;1.742;0.000;0.000;3.238;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739804;1.774;0.000;0.000;3.243;31.1;31.1;55.5;31.1;12.53;0.00;0.00;5.17;
58739814;1.740;0.000;0.000;3.241;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739824;1.740;0.000;0.000;3.238;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739834;1.744;0.000;0.000;3.235;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739844;1.736;0.000;0.000;3.243;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739854;1.729;0.000;0.000;3.234;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739864;1.740;0.000;0.000;3.244;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739874;1.764;0.000;0.000;3.241;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739884;1.736;0.000;0.000;3.238;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739894;1.748;0.000;0.000;3.248;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739904;1.733;0.000;0.000;3.252;31.1;31.1;55.4;31.1;12.49;0.00;0.00;5.17;
58739914;1.725;0.000;0.000;3.257;31.1;31.1;55.8;31.1;12.52;0.00;0.00;5.18;
58739924;1.753;0.000;0.000;3.242;31.1;31.1;55.8;31.1;12.52;0.00;0.00;5.18;
58739934;1.764;0.000;0.000;3.256;31.1;31.1;55.8;31.1;12.52;0.00;0.00;5.18;
58739944;1.745;0.000;0.000;3.247;31.1;31.1;55.8;31.1;12.52;0.00;0.00;5.18;
58739954;1.749;0.000;0.000;3.239;31.1;31.1;55.8;31.1;12.52;0.00;0.00;5.18;
