20160113_105241;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
39160728;1.693;2.829;1.576;0.000;31.2;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
39160738;1.594;2.563;1.486;0.000;31.2;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
39160748;1.602;2.622;1.518;0.000;31.2;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
39160758;1.717;2.837;1.580;0.000;31.2;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
39160768;1.984;3.410;1.849;0.000;31.2;31.1;31.1;31.1;12.51;12.43;12.42;0.00;
39160778;1.784;2.926;1.653;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160788;1.686;2.727;1.547;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160798;1.482;2.345;1.406;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160808;1.513;2.442;1.375;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160818;1.820;3.160;1.779;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160828;1.537;2.509;1.473;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160838;1.773;3.024;1.688;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160848;1.615;2.641;1.508;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160858;1.619;2.657;1.512;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160868;1.564;2.536;1.477;0.000;31.2;31.1;31.1;31.1;12.49;12.43;12.47;0.00;
39160878;1.697;2.816;1.592;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160888;1.606;2.555;1.494;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160898;1.814;3.003;1.650;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160908;1.520;2.345;1.381;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160918;1.594;2.579;1.479;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160928;1.622;2.742;1.576;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160938;1.669;2.789;1.557;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160948;1.614;2.684;1.518;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160958;1.720;2.906;1.623;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160968;1.571;2.528;1.451;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00;
39160978;1.674;2.753;1.568;0.000;31.2;31.1;31.1;31.1;12.49;12.44;12.45;0.00;
