20160121_134805;12V-HDD;-;-;5V-HDD;T1;T2;T3;T4;V1;V2;V3;V4;
49685428;1.853;0.000;0.000;4.048;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685438;1.853;0.000;0.000;4.122;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685448;1.837;0.000;0.000;4.066;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685458;1.857;0.000;0.000;4.149;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685468;1.837;0.000;0.000;3.878;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685478;1.857;0.000;0.000;4.041;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685488;1.841;0.000;0.000;4.112;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685498;1.845;0.000;0.000;4.097;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685508;1.857;0.000;0.000;4.126;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685518;1.845;0.000;0.000;4.051;31.1;31.1;54.4;31.1;12.53;0.00;0.00;5.14;
49685528;1.828;0.000;0.000;4.061;31.1;31.1;63.6;31.1;12.52;0.00;0.00;5.15;
49685538;1.843;0.000;0.000;4.135;31.1;31.1;63.6;31.1;12.52;0.00;0.00;5.15;
49685548;1.832;0.000;0.000;4.064;31.1;31.1;63.6;31.1;12.52;0.00;0.00;5.15;
49685558;1.828;0.000;0.000;4.137;31.1;31.1;63.6;31.1;12.52;0.00;0.00;5.15;
49685568;1.851;0.000;0.000;4.103;31.1;31.1;63.6;31.1;12.52;0.00;0.00;5.15;
49685578;1.854;0.000;0.000;4.049;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685588;1.838;0.000;0.000;4.131;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685598;1.834;0.000;0.000;4.097;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685608;1.842;0.000;0.000;4.106;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685618;1.826;0.000;0.000;4.066;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685628;1.842;0.000;0.000;4.097;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685638;1.854;0.000;0.000;4.115;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685648;1.842;0.000;0.000;4.071;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685658;1.842;0.000;0.000;4.135;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685668;1.830;0.000;0.000;4.086;31.1;31.1;54.3;31.1;12.51;0.00;0.00;5.14;
49685678;1.828;0.000;0.000;4.091;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685688;1.843;0.000;0.000;4.148;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685698;1.843;0.000;0.000;4.103;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685708;1.832;0.000;0.000;4.113;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685718;1.832;0.000;0.000;4.139;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685728;1.847;0.000;0.000;4.156;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685738;1.855;0.000;0.000;4.178;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685748;1.843;0.000;0.000;4.198;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685758;1.843;0.000;0.000;4.155;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685768;1.855;0.000;0.000;4.210;31.1;31.1;54.8;31.1;12.52;0.00;0.00;5.16;
49685778;1.845;0.000;0.000;4.170;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685788;1.861;0.000;0.000;4.111;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685798;1.837;0.000;0.000;4.191;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685808;1.845;0.000;0.000;4.104;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685818;1.849;0.000;0.000;4.164;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685828;1.861;0.000;0.000;4.194;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685838;1.837;0.000;0.000;4.107;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685848;1.857;0.000;0.000;4.164;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685858;1.833;0.000;0.000;4.154;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685868;1.829;0.000;0.000;4.182;31.1;31.1;54.9;31.1;12.53;0.00;0.00;5.13;
49685878;1.840;0.000;0.000;4.196;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685888;1.836;0.000;0.000;4.175;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685898;1.844;0.000;0.000;4.206;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685908;1.836;0.000;0.000;3.664;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685918;1.840;0.000;0.000;4.198;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685928;1.844;0.000;0.000;4.220;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685938;1.829;0.000;0.000;4.152;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685948;1.832;0.000;0.000;4.196;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685958;1.836;0.000;0.000;4.144;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
49685968;1.844;0.000;0.000;3.450;31.1;31.1;55.1;31.1;12.50;0.00;0.00;5.16;
